name1,name2,discovery date,uniport1,uniport2,id1,id2,time
YWHAZ,SERBP1,"datetime(2007, 3, 15, 0, 0)",P63104,Q8NC51,111046,103079,2007
PIK3R1,DLGAP1,"datetime(2007, 6, 1, 0, 0)",P27986,O14490,105291,100954,2007
HNRNPR,MEPCE,"datetime(2007, 7, 20, 0, 0)",O43390,Q7L2J0,113436,106632,2007
SRGAP2,EXOC1,"datetime(2007, 1, 1, 0, 0)",O75044,Q9NV70,101715,105231,2007
TTN,ARRB1,"datetime(2007, 7, 17, 0, 0)",Q8WZ42,P49407,107855,100298,2007
LIN54,CSTB,"datetime(2007, 5, 25, 0, 0)",Q6MZP7,P04080,105684,104952,2007
ALOX12,ACTA2,"datetime(2007, 5, 11, 0, 0)",P18054,P62736,102439,102440,2007
TSC1,TSC1,"datetime(2007, 5, 1, 0, 0)",Q92574,Q92574,112950,112950,2007
TBKBP1,TBKBP1,"datetime(2007, 7, 11, 0, 0)",A7MCY6,A7MCY6,113393,113393,2007
CLIP1,CLIP1,"datetime(2007, 10, 1, 0, 0)",P30622,P30622,112269,112269,2007
PAX3,NCK1,"datetime(2007, 6, 1, 0, 0)",P23760,P16333,108772,106322,2007
FAM175A,UIMC1,"datetime(2007, 5, 25, 0, 0)",Q6UWZ7,Q96RL1,111598,113581,2007
PSMA3,FKBP8,"datetime(2007, 6, 1, 0, 0)",P25788,Q14318,100544,107040,2007
NUP133,AHCTF1,"datetime(2007, 2, 1, 0, 0)",Q8WUM0,Q8WYP5,105018,114014,2007
AGO1,EPRS,"datetime(2007, 11, 1, 0, 0)",Q9UL18,P07814,111253,109418,2007
WWP1,WWP1,"datetime(2007, 11, 9, 0, 0)",Q9H0M0,Q9H0M0,103270,103270,2007
PLXNB1,SEMA4A,"datetime(2007, 3, 7, 0, 0)",O43157,Q9H3S1,113713,103959,2007
TNIK,MACF1,"datetime(2007, 1, 1, 0, 0)",Q9UKE5,Q9UPN3,107620,102128,2007
SFN,MDM2,"datetime(2007, 11, 15, 0, 0)",P31947,Q00987,110603,106304,2007
CAPRIN1,G3BP1,"datetime(2007, 3, 1, 0, 0)",Q14444,Q13283,113309,105874,2007
HTT,ASPH,"datetime(2007, 5, 11, 0, 0)",P42858,Q12797,105787,115901,2007
HTT,LSAMP,"datetime(2007, 5, 11, 0, 0)",P42858,Q13449,105787,101459,2007
MAPK9,NFATC4,"datetime(2007, 9, 15, 0, 0)",P45984,Q14934,111089,110904,2007
KLC1,YWHAE,"datetime(2007, 12, 1, 0, 0)",Q07866,P62258,104661,103095,2007
MAP4K1,PLCG1,"datetime(2007, 6, 1, 0, 0)",Q92918,P19174,101401,101146,2007
AGO1,MRPS27,"datetime(2007, 11, 1, 0, 0)",Q9UL18,Q92552,111253,104980,2007
