name1,name2,discovery date,uniport1,uniport2,id1,id2,time
CCNB1,CDK1,"datetime(1989, 9, 8, 0, 0)",P14635,P06493,100670,107105,1989
DHX16,SNRNP27,"datetime(1989, 11, 1, 0, 0)",O60231,Q8WVK2,104572,104188,1989
LRP1,APOE,"datetime(1989, 9, 14, 0, 0)",Q07954,P02649,103717,115003,1989
KLKB1,SERPINA5,"datetime(1989, 8, 1, 0, 0)",P03952,P05154,114402,107597,1989
CSF2RA,CSF2,"datetime(1989, 12, 1, 0, 0)",P15509,P04141,106405,113411,1989
ITGA6,ITGB4,"datetime(1989, 4, 15, 0, 0)",P23229,P16144,106266,114475,1989
ITGA6,ITGB1,"datetime(1989, 4, 15, 0, 0)",P23229,P05556,106266,101292,1989
MAP2,TUBA1A,"datetime(1989, 7, 1, 0, 0)",P11137,Q71U36,116169,104755,1989
F13B,F13A1,"datetime(1989, 1, 5, 0, 0)",P05160,P00488,111241,114122,1989
IL6ST,IL6R,"datetime(1989, 8, 11, 0, 0)",P40189,P08887,108176,100587,1989
C5,C6,"datetime(1989, 10, 25, 0, 0)",P01031,P13671,104491,105409,1989
COL3A1,SPARC,"datetime(1989, 7, 1, 0, 0)",P02461,P09486,109107,106522,1989
LPA,FN1,"datetime(1989, 12, 20, 0, 0)",P08519,P02751,104506,104307,1989
PYCR1,PYCR1,"datetime(1989, 6, 5, 0, 0)",P32322,P32322,113566,113566,1989
DHX16,SNRNP40,"datetime(1989, 11, 1, 0, 0)",O60231,Q96DI7,104572,107706,1989
SPARC,COL5A1,"datetime(1989, 7, 1, 0, 0)",P09486,P20908,106522,103990,1989
F2,THBD,"datetime(1989, 7, 5, 0, 0)",P00734,P07204,112341,108435,1989
CSNK2A1,PPP1R1B,"datetime(1989, 12, 25, 0, 0)",P68400,Q9UD71,110721,110579,1989
IL6,IL6R,"datetime(1989, 8, 11, 0, 0)",P05231,P08887,112776,100587,1989
TCF3,TCF3,"datetime(1989, 8, 11, 0, 0)",P15923,P15923,101412,101412,1989
ITGB3,THBS1,"datetime(1989, 11, 1, 0, 0)",P05106,P07996,102702,109033,1989
PDGFRB,RAF1,"datetime(1989, 8, 25, 0, 0)",P09619,P04049,116248,103651,1989
IL1B,A2M,"datetime(1989, 4, 5, 0, 0)",P01584,P01023,110695,108859,1989
SERPINA5,PROC,"datetime(1989, 8, 1, 0, 0)",P05154,P04070,107597,116124,1989
SPARC,COL1A1,"datetime(1989, 7, 1, 0, 0)",P09486,P02452,106522,105417,1989
SPARC,PLG,"datetime(1989, 7, 1, 0, 0)",P09486,P00747,106522,107516,1989
GCH1,GCH1,"datetime(1989, 1, 2, 0, 0)",P30793,P30793,114043,114043,1989
PDGFRA,PDGFB,"datetime(1989, 7, 1, 0, 0)",P16234,P01127,107399,114559,1989
EGFR,EGF,"datetime(1989, 10, 6, 0, 0)",P00533,P01133,112630,102250,1989
CXCL8,CXCL8,"datetime(1989, 11, 15, 0, 0)",P10145,P10145,115371,115371,1989
CGA,CGB; CGB5; CGB7; CGB8,"datetime(1989, 2, 15, 0, 0)",P01215,P01233,108714,100069,1989
PRKAR2A,MAP2,"datetime(1989, 11, 1, 0, 0)",P13861,P11137,105508,116169,1989
PDGFRA,PDGFA,"datetime(1989, 7, 1, 0, 0)",P16234,P04085,107399,104955,1989
SP1,SP1,"datetime(1989, 12, 1, 0, 0)",P08047,P08047,112778,112778,1989
ACTN1,MAP2,"datetime(1989, 7, 1, 0, 0)",P12814,P11137,115233,116169,1989
F13A1,F13A1,"datetime(1989, 1, 5, 0, 0)",P00488,P00488,114122,114122,1989
,IGLC1,"datetime(1989, 3, 1, 0, 0)",P01772,P0CG04,103509,105617,1989
SOD2,SOD2,"datetime(1989, 4, 20, 0, 0)",P04179,P04179,100503,100503,1989
PDGFRB,PDGFRA,"datetime(1989, 5, 25, 0, 0)",P09619,P16234,116248,107399,1989
MDH2,FH,"datetime(1989, 8, 1, 0, 0)",P40926,P07954,106598,107221,1989
BAP1,UBC,"datetime(1989, 10, 17, 0, 0)",Q92560,P0CG48,100643,106138,1989
F11,SERPINA5,"datetime(1989, 8, 1, 0, 0)",P03951,P05154,107749,107597,1989
PLAT,SERPINA5,"datetime(1989, 8, 1, 0, 0)",P00750,P05154,103210,107597,1989
UBC,UCHL1,"datetime(1989, 10, 17, 0, 0)",P0CG48,P09936,106138,110630,1989
PKM,PKM,"datetime(1989, 10, 1, 0, 0)",P14618,P14618,102392,102392,1989
VTN,POMC,"datetime(1989, 9, 15, 0, 0)",P04004,P01189,103767,107809,1989
CRP,SNRNP70,"datetime(1989, 10, 15, 0, 0)",P02741,P08621,108701,110383,1989
PDGFRA,PDGFRA,"datetime(1989, 5, 25, 0, 0)",P16234,P16234,107399,107399,1989
