name1,name2,discovery date,uniport1,uniport2,id1,id2,time
RPS4X,RPS13,"datetime(1983, 4, 5, 0, 0)",P62701,P62277,114735,111080,1983
RPS7,RPS4X,"datetime(1983, 4, 5, 0, 0)",P62081,P62701,113343,114735,1983
RPS4X,RPS21,"datetime(1983, 4, 5, 0, 0)",P62701,P63220,114735,108947,1983
TNNT1,TPM1,"datetime(1983, 2, 25, 0, 0)",P13805,P09493,112880,102236,1983
RPS14,RPS4X,"datetime(1983, 4, 5, 0, 0)",P62263,P62701,106796,114735,1983
RPS4X,RPS9,"datetime(1983, 4, 5, 0, 0)",P62701,P46781,114735,106435,1983
RPS12,RPS4X,"datetime(1983, 4, 5, 0, 0)",P25398,P62701,116375,114735,1983
RPS15,RPS4X,"datetime(1983, 4, 5, 0, 0)",P62841,P62701,108989,114735,1983
HBA1; HBA2,HBB,"datetime(1983, 11, 25, 0, 0)",P69905,P68871,112594,115971,1983
CD79A,AMBP,"datetime(1983, 12, 10, 0, 0)",P11912,P02760,101369,100044,1983
RPS4X,RPS17,"datetime(1983, 4, 5, 0, 0)",P62701,P08708,114735,112645,1983
RPS2,RPS4X,"datetime(1983, 4, 5, 0, 0)",P15880,P62701,102724,114735,1983
RPS4X,RPS18,"datetime(1983, 4, 5, 0, 0)",P62701,P62269,114735,106798,1983
RPS3,RPS4X,"datetime(1983, 4, 5, 0, 0)",P23396,P62701,110098,114735,1983
RPS4X,RPS10,"datetime(1983, 4, 5, 0, 0)",P62701,P46783,114735,106433,1983
SERPING1,C1S,"datetime(1983, 9, 1, 0, 0)",P05155,P09871,107596,113438,1983
RPS4X,RPS5,"datetime(1983, 4, 5, 0, 0)",P62701,P46782,114735,106434,1983
MT-ND1,TST,"datetime(1983, 1, 26, 0, 0)",P03886,Q16762,104279,111641,1983
RPS4X,RPS6,"datetime(1983, 4, 5, 0, 0)",P62701,P62753,114735,109848,1983
RPS4X,RPS8,"datetime(1983, 4, 5, 0, 0)",P62701,P62241,114735,115433,1983
