name1,name2,discovery date,uniport1,uniport2,id1,id2,time
C1QBP,REL,"datetime(2004, 2, 1, 0, 0)",Q07021,Q04864,115894,100757,2004
EPPK1,NFKB2,"datetime(2004, 2, 1, 0, 0)",P58107,D3DR86,101609,100364,2004
EPRS,SYNCRIP,"datetime(2004, 10, 15, 0, 0)",P07814,O60506,109418,116257,2004
ACTG1,NFKBIB,"datetime(2004, 2, 1, 0, 0)",P63261,Q15653,109473,113452,2004
ACTB,SMAD3,"datetime(2004, 11, 5, 0, 0)",P60709,P84022,112552,102508,2004
NFKB2,NFKB2,"datetime(2004, 2, 1, 0, 0)",Q00653,D3DR86,105851,100364,2004
MAP3K14,HNRNPA1,"datetime(2004, 2, 1, 0, 0)",Q99558,P09651,100691,115647,2004
HSPA1L,REL,"datetime(2004, 2, 1, 0, 0)",P34931,Q04864,105079,100757,2004
MED26,KANSL3,"datetime(2004, 6, 4, 0, 0)",O95402,Q9P2N6,102302,106105,2004
RAB5A,PIK3C3,"datetime(2004, 2, 6, 0, 0)",P20339,Q8NEB9,112379,107067,2004
TCEB1,SPSB4,"datetime(2004, 12, 15, 0, 0)",Q15369,Q96A44,110369,110152,2004
TNFRSF1B,IRS4,"datetime(2004, 2, 1, 0, 0)",P20333,O14654,112376,103978,2004
GAB2,GAB2,"datetime(2004, 6, 15, 0, 0)",Q9UQC2,Q9UQC2,109490,109490,2004
FOXO4,SIRT1,"datetime(2004, 7, 9, 0, 0)",P98177,Q96EB6,107510,109876,2004
PDCD6IP,RNF11,"datetime(2004, 7, 1, 0, 0)",Q8WUM4,Q9Y3C5,105017,103023,2004
STUB1,MAP3K14,"datetime(2004, 2, 1, 0, 0)",Q9UNE7,Q99558,100319,100691,2004
HSP90AA1,PRKCI,"datetime(2004, 3, 26, 0, 0)",P07900,P41743,103493,103685,2004
CARD10,CARD10,"datetime(2004, 8, 13, 0, 0)",Q9BWT7,Q9BWT7,112686,112686,2004
PRKD2,CASK,"datetime(2004, 7, 1, 0, 0)",Q9BZL6,O14936,103154,100295,2004
XRN1,AP1G2,"datetime(2004, 7, 1, 0, 0)",Q8IZH2,O75843,108940,112331,2004
MED9,POLR2A,"datetime(2004, 6, 4, 0, 0)",Q9NWA0,P24928,114631,108908,2004
NPM1,RELA,"datetime(2004, 2, 1, 0, 0)",P06748,Q04206,109914,116233,2004
MED19,DDX21,"datetime(2004, 6, 4, 0, 0)",A0JLT2,Q9NR30,100940,101618,2004
MED11,MED25,"datetime(2004, 2, 13, 0, 0)",Q9P086,Q71SY5,115005,111316,2004
PIAS4,SH3GL3,"datetime(2004, 9, 24, 0, 0)",Q8N2W9,Q99963,103588,100810,2004
IGHG1,IKBKG,"datetime(2004, 2, 1, 0, 0)",P01857,Q9Y6K9,104596,115195,2004
STAT3,SMARCA4,"datetime(2004, 9, 23, 0, 0)",P40763,P51532,114621,108198,2004
MAP3K14,RPL10L,"datetime(2004, 2, 1, 0, 0)",Q99558,Q96L21,100691,105066,2004
PIAS4,PTN,"datetime(2004, 9, 24, 0, 0)",Q8N2W9,P21246,103588,112114,2004
VIM,ARMCX2,"datetime(2004, 9, 24, 0, 0)",P08670,Q7L311,115359,115135,2004
YWHAG,CDKN1B,"datetime(2004, 5, 5, 0, 0)",P61981,P46527,108250,115395,2004
HNRNPH1,TAB2,"datetime(2004, 2, 1, 0, 0)",P31943,Q9NYJ8,110600,113006,2004
HBP1,SMAD1,"datetime(2004, 7, 1, 0, 0)",O60381,Q15797,108453,111219,2004
PRKACB,FLNA,"datetime(2004, 7, 2, 0, 0)",P22694,P21333,111374,114806,2004
SUV420H2,CBX1,"datetime(2004, 6, 1, 0, 0)",Q86Y97,P83916,113794,106094,2004
POLR2D,MED9,"datetime(2004, 6, 4, 0, 0)",O15514,Q9NWA0,115107,114631,2004
TUBB2B,NFKB2,"datetime(2004, 2, 1, 0, 0)",Q9BVA1,Q00653,101671,105851,2004
YWHAZ,WDR77,"datetime(2004, 8, 24, 0, 0)",P63104,Q9BQA1,111046,109297,2004
CEBPE,RB1,"datetime(2004, 2, 1, 0, 0)",Q15744,P06400,108761,101623,2004
MED9,HDAC6,"datetime(2004, 6, 4, 0, 0)",Q9NWA0,Q9UBN7,114631,104600,2004
PARD3,PNMA1,"datetime(2004, 3, 26, 0, 0)",Q8TEW0,Q8ND90,109139,112725,2004
CDC123,ZNF512B,"datetime(2004, 7, 1, 0, 0)",O75794,Q96KM6,103208,100172,2004
UBC,TOPORS,"datetime(2004, 8, 27, 0, 0)",P0CG48,Q9NS56,106138,108294,2004
TNFRSF1A,FANCI,"datetime(2004, 2, 1, 0, 0)",P19438,Q9NVI1,113149,111991,2004
TALDO1,LSM8,"datetime(2004, 7, 1, 0, 0)",P37837,O95777,103124,100566,2004
TUBB4A,RIPK2,"datetime(2004, 2, 1, 0, 0)",P04350,O43353,112918,112842,2004
ALB,,"datetime(2004, 5, 1, 0, 0)",P02768,P01614,100041,107094,2004
RPL10A,YWHAQ,"datetime(2004, 7, 30, 0, 0)",P62906,P27348,101928,109161,2004
SMAD9,UNC45A,"datetime(2004, 7, 1, 0, 0)",O15198,Q9H3U1,111088,113162,2004
HEATR6,TNFRSF1B,"datetime(2004, 2, 1, 0, 0)",Q6AI08,P20333,108881,112376,2004
STAU1,RPL6,"datetime(2004, 12, 1, 0, 0)",O95793,Q02878,110291,100111,2004
MYB,HIPK2,"datetime(2004, 4, 1, 0, 0)",P10242,Q9H2X6,110218,109953,2004
ALB,APOE,"datetime(2004, 5, 1, 0, 0)",P02768,P02649,100041,115003,2004
UBL5,SART1,"datetime(2004, 12, 29, 0, 0)",Q9BZL1,O43290,103157,114160,2004
RIPK2,TUBA3C; TUBA3D,"datetime(2004, 2, 1, 0, 0)",O43353,Q13748,112842,106496,2004
YWHAG,TSC1,"datetime(2004, 8, 24, 0, 0)",P61981,Q92574,108250,112950,2004
RELB,BCL7A,"datetime(2004, 2, 1, 0, 0)",Q01201,Q4VC05,106243,104383,2004
ULK1,SYNGAP1,"datetime(2004, 3, 1, 0, 0)",O75385,Q96PV0,112508,101756,2004
YWHAG,CLASP1,"datetime(2004, 8, 24, 0, 0)",P61981,Q7Z460,108250,102044,2004
KLC3,YWHAZ,"datetime(2004, 7, 30, 0, 0)",Q6P597,P63104,108072,111046,2004
UPF2,MTERF3,"datetime(2004, 7, 1, 0, 0)",Q9HAU5,Q96E29,104678,103979,2004
APLP1,HAP1,"datetime(2004, 9, 24, 0, 0)",P51693,P54257,111837,101289,2004
HNRNPA2B1,HNRNPA2B1,"datetime(2004, 11, 24, 0, 0)",P22626,P22626,116341,116341,2004
MED19,CDK19,"datetime(2004, 6, 4, 0, 0)",A0JLT2,Q9BWU1,100940,100614,2004
TRAF2,CALM1; CALM2; CALM3,"datetime(2004, 2, 1, 0, 0)",Q12933,P62158,105243,102031,2004
MYL12A,CD4,"datetime(2004, 4, 1, 0, 0)",P19105,P01730,114023,107050,2004
SLC25A5,TRADD,"datetime(2004, 2, 1, 0, 0)",P05141,Q15628,103281,110271,2004
MED19,NONO,"datetime(2004, 6, 4, 0, 0)",A0JLT2,Q15233,100940,114965,2004
NCOA6,RB1,"datetime(2004, 2, 20, 0, 0)",Q14686,P06400,111192,101623,2004
TP53,PRMT1,"datetime(2004, 6, 11, 0, 0)",P04637,Q99873,114765,106128,2004
SMAD5,SNRPA,"datetime(2004, 7, 1, 0, 0)",Q99717,P09012,103932,112338,2004
MED29,TTN,"datetime(2004, 6, 4, 0, 0)",Q9NX70,Q8WZ42,109605,107855,2004
NFKB2,HNRNPH1,"datetime(2004, 2, 1, 0, 0)",Q00653,P31943,105851,110600,2004
MCM10,CDC7,"datetime(2004, 7, 2, 0, 0)",Q7L590,O00311,101206,111255,2004
NPAS4,ARNT,"datetime(2004, 1, 1, 0, 0)",Q8IUM7,P27540,100166,115953,2004
CHUK,TPM3,"datetime(2004, 2, 1, 0, 0)",O15111,P06753,109938,105691,2004
CDX1,SOX2,"datetime(2004, 6, 1, 0, 0)",P47902,P48431,106935,106509,2004
GEMIN4,NFKB2,"datetime(2004, 2, 1, 0, 0)",P57678,Q00653,104947,105851,2004
ADRA1B,FLNC,"datetime(2004, 11, 1, 0, 0)",P35368,Q14315,100173,107043,2004
SET,YWHAZ,"datetime(2004, 7, 30, 0, 0)",Q01105,P63104,112625,111046,2004
NFKB2,HSPA6,"datetime(2004, 2, 1, 0, 0)",D3DR86,P17066,100364,106371,2004
ARHGEF7,YWHAG,"datetime(2004, 8, 24, 0, 0)",Q14155,P61981,104988,108250,2004
CTCF,TOP2A,"datetime(2004, 1, 30, 0, 0)",P49711,P11388,109641,109182,2004
IGHG1,ARMC2,"datetime(2004, 5, 1, 0, 0)",P01857,Q8NEN0,104596,106436,2004
HDAC1,SMAD1,"datetime(2004, 3, 1, 0, 0)",Q13547,Q15797,109208,111219,2004
ASH2L,WDR5,"datetime(2004, 7, 1, 0, 0)",Q9UBL3,P61964,112599,106577,2004
BYSL,MAP3K14,"datetime(2004, 2, 1, 0, 0)",Q13895,Q99558,109216,100691,2004
TOM1,ZNF512B,"datetime(2004, 7, 1, 0, 0)",O60784,Q96KM6,113723,100172,2004
DHCR24,TP53,"datetime(2004, 12, 2, 0, 0)",Q15392,P04637,112049,114765,2004
RUVBL2,TBK1,"datetime(2004, 2, 1, 0, 0)",Q9Y230,Q9UHD2,107631,108725,2004
CD300LF,PTPN6,"datetime(2004, 12, 1, 0, 0)",Q8TDQ1,P29350,107047,109783,2004
LRIF1,GIT1,"datetime(2004, 9, 24, 0, 0)",Q5T3J3,Q9Y2X7,108574,101925,2004
PLEKHB2,UPF1,"datetime(2004, 7, 1, 0, 0)",Q96CS7,Q92900,108382,105734,2004
FGFR3,GPSM3,"datetime(2004, 1, 1, 0, 0)",P22607,Q9Y4H4,108310,106656,2004
SMARCB1,BCL2L11,"datetime(2004, 5, 1, 0, 0)",Q12824,O43521,116527,113290,2004
MAP3K3,LIMA1,"datetime(2004, 2, 1, 0, 0)",Q99759,Q9UHB6,103361,116135,2004
FRMD6,YWHAG,"datetime(2004, 8, 24, 0, 0)",Q96NE9,P61981,112142,108250,2004
SPATC1,CDC27,"datetime(2004, 10, 1, 0, 0)",Q76KD6,P30260,101941,109903,2004
SNAI3,HDAC2,"datetime(2004, 1, 1, 0, 0)",Q3KNW1,Q92769,115435,114007,2004
UPF1,NDUFB10,"datetime(2004, 7, 1, 0, 0)",Q92900,O96000,105734,103782,2004
SPATC1L,PARN,"datetime(2004, 7, 1, 0, 0)",Q9H0A9,O95453,102689,114036,2004
E2F1,YWHAQ,"datetime(2004, 12, 24, 0, 0)",Q01094,P27348,105610,109161,2004
NFKBIA,NFKBIA,"datetime(2004, 2, 1, 0, 0)",P25963,P25963,107975,107975,2004
ALK,HSPD1,"datetime(2004, 4, 8, 0, 0)",Q9UM73,P10809,101099,114322,2004
LMO4,DDB1,"datetime(2004, 7, 1, 0, 0)",P61968,Q16531,106582,108297,2004
MAP3K3,IQGAP1,"datetime(2004, 2, 1, 0, 0)",Q99759,P46940,103361,103229,2004
ERC1,NFKBIA,"datetime(2004, 6, 25, 0, 0)",Q8IUD2,P25963,103278,107975,2004
TNFRSF1A,RPS16,"datetime(2004, 2, 1, 0, 0)",P19438,P62249,113149,109494,2004
RPS8,NFKB1,"datetime(2004, 2, 1, 0, 0)",P62241,P19838,115433,105528,2004
XRN1,GLMP,"datetime(2004, 7, 1, 0, 0)",Q8IZH2,Q8WWB7,108940,110954,2004
COASY,RPS6KB1,"datetime(2004, 12, 17, 0, 0)",Q13057,P23443,103611,111603,2004
EGLN2,HIF1A,"datetime(2004, 10, 8, 0, 0)",Q96KS0,Q16665,108086,102040,2004
ST6GALNAC2,SMAD3,"datetime(2004, 7, 1, 0, 0)",Q9UJ37,P84022,116084,102508,2004
HSF1,SYMPK,"datetime(2004, 3, 12, 0, 0)",Q00613,Q92797,106374,107059,2004
KAT2A,TACC3,"datetime(2004, 4, 1, 0, 0)",Q92830,Q9Y6A5,108391,107806,2004
TRADD,ATAD3A,"datetime(2004, 2, 1, 0, 0)",Q15628,Q9NVI7,110271,111990,2004
TINF2,TERF2,"datetime(2004, 7, 1, 0, 0)",Q9BSI4,Q15554,114295,108067,2004
NEK9,SSRP1,"datetime(2004, 3, 5, 0, 0)",Q8TD19,Q08945,113957,106812,2004
SUDS3,BRMS1,"datetime(2004, 1, 9, 0, 0)",Q9H7L9,Q9HCU9,108520,100868,2004
RUVBL2,YWHAZ,"datetime(2004, 7, 30, 0, 0)",Q9Y230,P63104,107631,111046,2004
USP25,SKIL,"datetime(2004, 7, 1, 0, 0)",Q9UHP3,P12757,105798,108797,2004
PIAS1,PRPF40A,"datetime(2004, 7, 1, 0, 0)",O75925,O75400,110101,108854,2004
SPSB2,TCEB1,"datetime(2004, 12, 15, 0, 0)",Q99619,Q15369,105604,110369,2004
RELB,RELB,"datetime(2004, 2, 1, 0, 0)",Q01201,Q01201,106243,106243,2004
HSPA1L,NFKBIB,"datetime(2004, 2, 1, 0, 0)",P34931,Q15653,105079,113452,2004
ATXN7,TAF10,"datetime(2004, 6, 15, 0, 0)",O15265,Q12962,104021,108986,2004
ZNF512B,DROSHA,"datetime(2004, 7, 1, 0, 0)",Q96KM6,Q9NRR4,100172,109251,2004
SNTA1,COPB1,"datetime(2004, 4, 1, 0, 0)",Q13424,P53618,109467,110731,2004
ATF7IP,ZBTB6,"datetime(2004, 7, 1, 0, 0)",Q6VMQ6,Q15916,108465,109419,2004
BCL10,C9ORF89,"datetime(2004, 12, 17, 0, 0)",O95999,Q96LW7,115009,113419,2004
FSHR,AKT2,"datetime(2004, 8, 1, 0, 0)",P23945,P31751,112873,108205,2004
PNKP,PNKP,"datetime(2004, 10, 1, 0, 0)",Q96T60,Q96T60,110365,110365,2004
IMMT,PIAS4,"datetime(2004, 9, 24, 0, 0)",Q16891,Q8N2W9,100430,103588,2004
SAE1,TP53,"datetime(2004, 8, 27, 0, 0)",Q9UBE0,P04637,109517,114765,2004
DNASE2,XRN1,"datetime(2004, 7, 1, 0, 0)",O00115,Q8IZH2,112103,108940,2004
RAB29,LSM7,"datetime(2004, 7, 1, 0, 0)",O14966,Q9UK45,105174,103473,2004
CENPU,UPF2,"datetime(2004, 7, 1, 0, 0)",Q71F23,Q9HAU5,109037,104678,2004
LRP1,SKIL,"datetime(2004, 7, 1, 0, 0)",Q07954,P12757,103717,108797,2004
SMAD3,SAP130,"datetime(2004, 7, 1, 0, 0)",P84022,Q9H0E3,102508,112455,2004
MED9,BAG2,"datetime(2004, 6, 4, 0, 0)",Q9NWA0,O95816,114631,115498,2004
YWHAQ,KIF23,"datetime(2004, 7, 30, 0, 0)",P27348,Q02241,109161,106141,2004
CDC7,CDKN2A,"datetime(2004, 7, 2, 0, 0)",O00311,P42771,111255,108570,2004
DDX3X,TRAF1,"datetime(2004, 2, 1, 0, 0)",O00571,Q13077,113652,112197,2004
