name1,name2,discovery date,uniport1,uniport2,id1,id2,time
NME1,RAC1,"datetime(2001, 4, 10, 0, 0)",P15531,P63000,110707,104701,2001
CSNK1A1,ADAP1,"datetime(2001, 6, 1, 0, 0)",P48729,O75689,113771,109155,2001
XIAP,HTRA2,"datetime(2001, 9, 1, 0, 0)",P98170,O43464,107509,101593,2001
TAF9,TAF10,"datetime(2001, 10, 1, 0, 0)",Q16594,Q12962,115710,108986,2001
GEMIN2,LGALS1,"datetime(2001, 9, 1, 0, 0)",O14893,P09382,106072,114620,2001
HSH2D,FES,"datetime(2001, 11, 16, 0, 0)",Q96JZ2,P07332,106440,109049,2001
GEMIN2,SNRPD1,"datetime(2001, 1, 1, 0, 0)",O14893,P62314,106072,105355,2001
RAC1,VAV1,"datetime(2001, 5, 1, 0, 0)",P63000,P15498,104701,110105,2001
TGIF2,HDAC1,"datetime(2001, 8, 24, 0, 0)",Q9GZN2,Q13547,112921,109208,2001
NCAPG,NCAPD2,"datetime(2001, 2, 23, 0, 0)",Q9BPX3,Q15021,102358,100778,2001
SLAMF6,PTPN6,"datetime(2001, 8, 6, 0, 0)",Q96DU3,P29350,103542,109783,2001
STAT3,RET,"datetime(2001, 8, 30, 0, 0)",P40763,P07949,114621,102913,2001
SPOCK3,MMP14,"datetime(2001, 12, 15, 0, 0)",Q9BQ16,P50281,106925,114332,2001
GRIN2C,ERBB2IP,"datetime(2001, 5, 4, 0, 0)",Q14957,Q96RT1,101762,112383,2001
PIK3R1,UBC,"datetime(2001, 2, 16, 0, 0)",P27986,P0CG48,105291,106138,2001
RB1,CASP3,"datetime(2001, 5, 24, 0, 0)",P06400,P42574,101623,112941,2001
ACTN4,GSN,"datetime(2001, 12, 1, 0, 0)",O43707,P06396,107701,116408,2001
BMX,PTK2,"datetime(2001, 5, 1, 0, 0)",P51813,Q05397,100935,100504,2001
DPP4,CXCL11,"datetime(2001, 8, 10, 0, 0)",P27487,O14625,110104,107150,2001
NXF1,ALYREF,"datetime(2001, 9, 7, 0, 0)",Q9UBU9,Q86V81,111795,109128,2001
TAF3,TAF7,"datetime(2001, 8, 1, 0, 0)",Q5VWG9,Q15545,114974,103705,2001
OPRD1,UBC,"datetime(2001, 2, 9, 0, 0)",P41143,P0CG48,113165,106138,2001
PRMT1,STAT1,"datetime(2001, 3, 9, 0, 0)",Q99873,P42224,106128,100815,2001
PRKAR2A,PDE4A,"datetime(2001, 4, 17, 0, 0)",P13861,P27815,105508,109791,2001
PPP1R12A,DMPK,"datetime(2001, 3, 30, 0, 0)",O14974,Q09013,100841,102117,2001
CREBBP,PBX1,"datetime(2001, 11, 1, 0, 0)",Q92793,P40424,107061,100032,2001
DUSP22,MAPK1,"datetime(2001, 7, 20, 0, 0)",Q9NRW4,P28482,111329,108691,2001
REV1,MAD2L2,"datetime(2001, 9, 21, 0, 0)",Q9UBZ9,Q9UI95,106350,103368,2001
TOP3B,CENPF,"datetime(2001, 9, 14, 0, 0)",O95985,P49454,114542,113186,2001
TRDN,HRC,"datetime(2001, 10, 26, 0, 0)",Q13061,P23327,116561,113292,2001
INPP5D,CRKL,"datetime(2001, 8, 31, 0, 0)",Q92835,P46109,108393,114440,2001
GPHN,GPHN,"datetime(2001, 9, 14, 0, 0)",Q9NQX3,Q9NQX3,110929,110929,2001
BRCA1,ESR1,"datetime(2001, 1, 4, 0, 0)",P38398,P03372,108689,102503,2001
ARHGAP44,RAC1,"datetime(2001, 9, 14, 0, 0)",Q17R89,P63000,101291,104701,2001
IGF1R,SNAP29,"datetime(2001, 8, 31, 0, 0)",P08069,O95721,104790,113470,2001
PPP1CA,BCL2,"datetime(2001, 6, 15, 0, 0)",P62136,P10415,109498,109222,2001
UBOX5,UBE2E1,"datetime(2001, 6, 1, 0, 0)",O94941,P51965,104834,116041,2001
PDGFD,PDGFD,"datetime(2001, 5, 1, 0, 0)",Q9GZP0,Q9GZP0,100851,100851,2001
HIPK2,NKX2-1,"datetime(2001, 9, 7, 0, 0)",Q9H2X6,P43699,109953,110121,2001
GGA3,IGF2R,"datetime(2001, 6, 1, 0, 0)",Q9NZ52,P11717,103646,114919,2001
RGS19,GIPC1,"datetime(2001, 3, 1, 0, 0)",P49795,O14908,108511,113178,2001
CCT2,ACTB,"datetime(2001, 8, 1, 0, 0)",P78371,P60709,106704,112552,2001
EGR1,TP53,"datetime(2001, 4, 1, 0, 0)",P18146,P04637,113140,114765,2001
