name1,name2,discovery date,uniport1,uniport2,id1,id2,time
NPM1,H2AFX,"datetime(2006, 6, 1, 0, 0)",P06748,P16104,109914,113889,2006
CSNK2A1,PACS1,"datetime(2006, 10, 4, 0, 0)",P68400,Q6VY07,110721,115212,2006
ITK,ERBB3,"datetime(2006, 1, 12, 0, 0)",Q08881,P21860,116343,110297,2006
CFTR,SQRDL,"datetime(2006, 11, 17, 0, 0)",P13569,Q9Y6N5,110936,103446,2006
BCL11A,BCL11A,"datetime(2006, 5, 16, 0, 0)",Q9H165,Q9H165,106813,106813,2006
VPRBP,CUL4B,"datetime(2006, 9, 1, 0, 0)",Q9Y4B6,Q13620,116293,107583,2006
PRPF31,PRPF4,"datetime(2006, 7, 1, 0, 0)",Q8WWY3,O43172,113662,105154,2006
ATXN1L,NBR1,"datetime(2006, 5, 19, 0, 0)",P0C7T5,Q14596,112037,101961,2006
RUNX2,SMURF1,"datetime(2006, 2, 10, 0, 0)",Q13950,Q9HCE7,106991,115101,2006
SRC,SMAD3,"datetime(2006, 5, 1, 0, 0)",P12931,P84022,107525,102508,2006
EGFR,AGER,"datetime(2006, 9, 12, 0, 0)",P00533,Q15109,112630,111549,2006
UBE2Q2,PRMT5,"datetime(2006, 1, 6, 0, 0)",Q8WVN8,O14744,115928,108810,2006
SMAD6,PELI1,"datetime(2006, 10, 1, 0, 0)",O43541,Q96FA3,103226,110256,2006
CCT4,CFTR,"datetime(2006, 11, 17, 0, 0)",P50991,P13569,115294,110936,2006
CFTR,MUC2,"datetime(2006, 11, 17, 0, 0)",P13569,Q02817,110936,108120,2006
USP7,TRO,"datetime(2006, 5, 19, 0, 0)",Q93009,Q12816,110519,112150,2006
ATXN1,HSFX1; HSFX2,"datetime(2006, 5, 19, 0, 0)",P54253,Q9UBD0,101288,113805,2006
YWHAZ,LDB1,"datetime(2006, 12, 1, 0, 0)",P63104,Q86U70,111046,109673,2006
RCN1,ATXN1,"datetime(2006, 5, 19, 0, 0)",Q15293,P54253,107573,101288,2006
USP7,ACD,"datetime(2006, 5, 19, 0, 0)",Q93009,Q96AP0,110519,104913,2006
EP300,GABPA,"datetime(2006, 4, 1, 0, 0)",Q09472,Q06546,101265,116376,2006
PTCD3,H2AFX,"datetime(2006, 6, 1, 0, 0)",Q96EY7,P16104,112052,113889,2006
CUL4A,FBXW8,"datetime(2006, 11, 1, 0, 0)",Q13619,Q8N3Y1,111816,107237,2006
SMARCA1,PGR,"datetime(2006, 10, 1, 0, 0)",P28370,P06401,100980,101624,2006
GFI1B,NSMF,"datetime(2006, 5, 19, 0, 0)",Q5VTD9,Q6X4W1,111034,102918,2006
FBXO33,RBX1,"datetime(2006, 7, 10, 0, 0)",Q7Z6M2,P62877,103912,105264,2006
MED28,FYN,"datetime(2006, 9, 29, 0, 0)",Q9H204,P06241,104070,109836,2006
NUPR1,PTMA,"datetime(2006, 2, 21, 0, 0)",O60356,P06454,112094,106470,2006
UBQLN4,PTPRN2,"datetime(2006, 5, 19, 0, 0)",Q9NRR5,Q92932,109252,109396,2006
USH1C,QKI,"datetime(2006, 5, 19, 0, 0)",Q9Y6N9,Q96PU8,103447,114062,2006
GFI1B,IRF9,"datetime(2006, 5, 19, 0, 0)",Q5VTD9,Q00978,111034,100328,2006
CFTR,MED12,"datetime(2006, 11, 17, 0, 0)",P13569,Q93074,110936,114252,2006
CFTR,APOA2,"datetime(2006, 11, 17, 0, 0)",P13569,P02652,110936,102718,2006
MAP1A,HTR2A,"datetime(2006, 3, 21, 0, 0)",P78559,P28223,110853,111557,2006
CNRIP1,GCH1,"datetime(2006, 6, 1, 0, 0)",Q96F85,P30793,105062,114043,2006
ZCCHC11,TIFA,"datetime(2006, 6, 9, 0, 0)",Q5TAX3,Q96CG3,112445,111251,2006
CSNK2A1,RPS6KB1,"datetime(2006, 10, 20, 0, 0)",P68400,P23443,110721,111603,2006
HDAC1,MAPK10,"datetime(2006, 5, 1, 0, 0)",Q13547,P53779,109208,104954,2006
CARM1,SRC,"datetime(2006, 11, 1, 0, 0)",Q86X55,P12931,100687,107525,2006
RAD23A,BRCA2,"datetime(2006, 6, 12, 0, 0)",P54725,P51587,108093,102655,2006
RBX1,PGAM5,"datetime(2006, 12, 8, 0, 0)",P62877,Q96HS1,105264,106337,2006
UBC,RFWD2,"datetime(2006, 8, 25, 0, 0)",P0CG48,Q8NHY2,106138,112280,2006
ECM1,RERE,"datetime(2006, 5, 19, 0, 0)",Q16610,Q9P2R6,114373,109074,2006
PSMD3,PSMD4,"datetime(2006, 10, 4, 0, 0)",O43242,P55036,110415,111074,2006
ATXN10,GNB2,"datetime(2006, 5, 15, 0, 0)",Q9UBB4,P62879,105257,105260,2006
MAPK1,PARP1,"datetime(2006, 5, 2, 0, 0)",P28482,P09874,108691,113437,2006
ATXN1,GSPT1,"datetime(2006, 5, 19, 0, 0)",P54253,P15170,101288,106161,2006
SUMO3,PBXIP1,"datetime(2006, 12, 1, 0, 0)",P55854,Q96AQ6,109663,100596,2006
,UBQLN4,"datetime(2006, 5, 19, 0, 0)",Q59F94,Q9NRR5,103596,109252,2006
FNIP1,PRKAB1,"datetime(2006, 10, 17, 0, 0)",Q8TF40,Q9Y478,108103,100762,2006
ACTN4,HDAC7,"datetime(2006, 11, 17, 0, 0)",O43707,Q8WUI4,107701,105658,2006
NMT2,CASP3,"datetime(2006, 4, 3, 0, 0)",O60551,P42574,115206,112941,2006
ZNF76,EP300,"datetime(2006, 1, 27, 0, 0)",P36508,Q09472,109305,101265,2006
COIL,ACTN4,"datetime(2006, 5, 19, 0, 0)",P38432,O43707,107918,107701,2006
CORO7,AP2M1,"datetime(2006, 10, 13, 0, 0)",P57737,Q96CW1,106528,104748,2006
LYN,PAK2,"datetime(2006, 2, 1, 0, 0)",P07948,Q13177,102912,111145,2006
HIF1AN,NFKBIA,"datetime(2006, 10, 3, 0, 0)",Q9NWT6,P25963,116014,107975,2006
KPNA3,COIL,"datetime(2006, 5, 19, 0, 0)",O00505,P38432,100236,107918,2006
ATN1,ZMYND8,"datetime(2006, 5, 19, 0, 0)",P54259,Q9ULU4,101290,115416,2006
AGTPBP1,PPFIA4,"datetime(2006, 5, 19, 0, 0)",Q9UPW5,O75335,110924,107082,2006
ERBB2,IRS1,"datetime(2006, 1, 12, 0, 0)",P04626,P35568,110434,115660,2006
TP53,CUL7,"datetime(2006, 8, 3, 0, 0)",P04637,Q14999,114765,107170,2006
WDR26,CUL4A,"datetime(2006, 11, 1, 0, 0)",Q9H7D7,Q13619,109665,111816,2006
TAF9,UBA1,"datetime(2006, 5, 19, 0, 0)",Q16594,P22314,115710,102745,2006
UBE2L3,NR3C1,"datetime(2006, 9, 1, 0, 0)",P68036,P04150,109415,109148,2006
ADRM1,USMG5,"datetime(2006, 10, 4, 0, 0)",Q16186,Q96IX5,114638,102675,2006
MAP3K5,SOCS1,"datetime(2006, 3, 3, 0, 0)",Q99683,O15524,108747,102187,2006
UPF3B,SMG5,"datetime(2006, 6, 1, 0, 0)",Q9BZI7,Q9UPR3,106853,114642,2006
YWHAZ,PRKACA,"datetime(2006, 1, 9, 0, 0)",P63104,P17612,111046,101383,2006
ATP7B,GLRX,"datetime(2006, 9, 22, 0, 0)",P35670,P35754,112345,107168,2006
NACC1,NACC1,"datetime(2006, 12, 5, 0, 0)",Q96RE7,Q96RE7,114671,114671,2006
ATXN1,,"datetime(2006, 5, 19, 0, 0)",P54253,Q7Z586,101288,104874,2006
NR3C1,FYN,"datetime(2006, 10, 1, 0, 0)",P04150,Q14342,109148,110714,2006
PRNP,TSC22D4,"datetime(2006, 5, 19, 0, 0)",P04156,Q9Y3Q8,109150,109278,2006
NEDD8,COPS7A,"datetime(2006, 3, 7, 0, 0)",Q15843,Q9UBW8,115957,103806,2006
COIL,TFCP2,"datetime(2006, 5, 19, 0, 0)",P38432,Q12800,107918,107944,2006
ATF2,JUNB,"datetime(2006, 3, 8, 0, 0)",P15336,P17275,101223,115087,2006
MAPK1,HSF4,"datetime(2006, 4, 1, 0, 0)",P28482,Q9ULV5,108691,111056,2006
UROS,UBQLN4,"datetime(2006, 5, 19, 0, 0)",P10746,Q9NRR5,107751,109252,2006
RB1,SIRT1,"datetime(2006, 9, 1, 0, 0)",P06400,Q96EB6,101623,109876,2006
GZMA,XRCC5,"datetime(2006, 4, 1, 0, 0)",P12544,P13010,104727,106516,2006
TBC1D15,RAB5C,"datetime(2006, 9, 1, 0, 0)",Q8TC07,P51148,100267,113367,2006
EP300,NCOR1,"datetime(2006, 11, 7, 0, 0)",Q09472,O75376,101265,106442,2006
UBC,INSIG2,"datetime(2006, 3, 28, 0, 0)",P0CG48,Q9Y5U4,106138,101838,2006
CCNB1IP1,NF2,"datetime(2006, 7, 27, 0, 0)",Q9NPC3,P35240,108005,104152,2006
ATM,BRAT1,"datetime(2006, 4, 7, 0, 0)",Q13315,Q6PJG6,115411,104991,2006
CTBP1,WIZ,"datetime(2006, 7, 21, 0, 0)",Q13363,O95785,102479,106051,2006
CHMP2B,PNMA1,"datetime(2006, 9, 1, 0, 0)",Q9UQN3,Q8ND90,106948,112725,2006
HBP1,FAM127A,"datetime(2006, 5, 19, 0, 0)",O60381,O15255,108453,108366,2006
SENP1,RANGAP1,"datetime(2006, 7, 15, 0, 0)",Q9P0U3,P46060,108051,112793,2006
PRMT6,PABPC1,"datetime(2006, 2, 17, 0, 0)",Q96LA8,P11940,107832,105088,2006
RNF31,UBE2D3,"datetime(2006, 10, 18, 0, 0)",Q96EP0,P61077,107932,108169,2006
RPN1,UBQLN4,"datetime(2006, 5, 19, 0, 0)",P04843,Q9NRR5,103802,109252,2006
CNOT2,GPS2,"datetime(2006, 9, 15, 0, 0)",Q9NZN8,Q13227,103872,112693,2006
RBFOX1,LZTS2,"datetime(2006, 5, 19, 0, 0)",Q9NWB1,Q9BRK4,110896,101899,2006
RBM10,UBQLN4,"datetime(2006, 5, 19, 0, 0)",P98175,Q9NRR5,107511,109252,2006
GNAI2,GNB4,"datetime(2006, 1, 3, 0, 0)",P04899,Q9HAV0,115415,100994,2006
AES,GFI1B,"datetime(2006, 5, 19, 0, 0)",Q08117,Q5VTD9,101119,111034,2006
KLF2,KAT2B,"datetime(2006, 4, 25, 0, 0)",Q9Y5W3,Q92831,111614,108390,2006
BCR,TSG101,"datetime(2006, 6, 15, 0, 0)",P11274,Q99816,112391,115385,2006
JUN,MAPK8IP1,"datetime(2006, 1, 9, 0, 0)",P05412,Q9UQF2,100991,105821,2006
ACTN1,GFI1B,"datetime(2006, 5, 19, 0, 0)",P12814,Q5VTD9,115233,111034,2006
RAD21,WAPAL,"datetime(2006, 12, 1, 0, 0)",O60216,Q7Z5K2,113188,102114,2006
CDCA7L,MYC,"datetime(2006, 7, 18, 0, 0)",Q96GN5,P01106,104259,106562,2006
SMG1,GSPT2,"datetime(2006, 2, 1, 0, 0)",Q96Q15,Q8IYD1,103191,100245,2006
PRKX,PRKX,"datetime(2006, 7, 6, 0, 0)",P51817,P51817,100939,100939,2006
COIL,PICK1,"datetime(2006, 5, 19, 0, 0)",P38432,Q9NRD5,107918,114873,2006
