name1,name2,discovery date,uniport1,uniport2,id1,id2,time
IGF1,IGF1R,"datetime(1991, 5, 15, 0, 0)",P05019,P08069,108656,104790,1991
CDC25C,CCNB1,"datetime(1991, 12, 20, 0, 0)",P30307,P14635,107778,100670,1991
CD36,YES1,"datetime(1991, 9, 1, 0, 0)",P16671,P07947,102827,102905,1991
IL2,IL2RA,"datetime(1991, 2, 15, 0, 0)",P60568,P01589,109007,110688,1991
LGALS3,LGALS3BP,"datetime(1991, 10, 5, 0, 0)",P17931,Q08380,104165,110722,1991
IFNB1,IFNAR1,"datetime(1991, 10, 25, 0, 0)",P01574,P17181,105872,109745,1991
IFNA2,IFNAR1,"datetime(1991, 10, 25, 0, 0)",P01563,P17181,101558,109745,1991
CRP,HIST2H2AC,"datetime(1991, 2, 5, 0, 0)",P02741,Q16777,108701,107406,1991
CD4,PTPRC,"datetime(1991, 11, 15, 0, 0)",P01730,P08575,107050,111903,1991
NPPB,NPR3,"datetime(1991, 4, 5, 0, 0)",P16860,P17342,102757,111800,1991
AMD1,AMD1,"datetime(1991, 10, 5, 0, 0)",P17707,P17707,104760,104760,1991
GP6,LYN,"datetime(1991, 9, 1, 0, 0)",Q9HCN6,P07948,111934,102912,1991
CSNK2B,CSNK2B,"datetime(1991, 10, 25, 0, 0)",P67870,P67870,113204,113204,1991
IL1B,CMA1,"datetime(1991, 10, 1, 0, 0)",P01584,P23946,110695,106014,1991
NPPC,NPR3,"datetime(1991, 4, 5, 0, 0)",P23582,P17342,102170,111800,1991
CD8A,PTPRC,"datetime(1991, 11, 15, 0, 0)",P01732,P08575,106677,111903,1991
SYK,SLC4A1,"datetime(1991, 1, 30, 0, 0)",P43405,P02730,114134,108083,1991
CPB2,PLG,"datetime(1991, 11, 15, 0, 0)",Q96IY4,P00747,114968,107516,1991
JUN,MAPK10,"datetime(1991, 10, 17, 0, 0)",P05412,P53779,100991,104954,1991
CALD1,PRKACA,"datetime(1991, 6, 25, 0, 0)",Q05682,P17612,108258,101383,1991
CR2,ANXA6,"datetime(1991, 8, 15, 0, 0)",P20023,P08133,110251,109561,1991
FYN,PDGFRB,"datetime(1991, 10, 1, 0, 0)",P06241,P09619,109836,116248,1991
FOS,ATF2,"datetime(1991, 5, 1, 0, 0)",P01100,P15336,106563,101223,1991
CXCL8,CXCR1,"datetime(1991, 9, 13, 0, 0)",P10145,P25024,115371,110956,1991
MAPK9,JUN,"datetime(1991, 10, 17, 0, 0)",P45984,P05412,111089,100991,1991
MYCN,MAX,"datetime(1991, 3, 8, 0, 0)",P04198,P61244,110827,103544,1991
