name1,name2,discovery date,uniport1,uniport2,id1,id2,time
IL6,IL6,"datetime(1996, 8, 16, 0, 0)",P05231,P05231,112776,112776,1996
TP53,TFDP1,"datetime(1996, 10, 1, 0, 0)",P04637,Q14186,114765,103372,1996
FAS,UBE2I,"datetime(1996, 12, 6, 0, 0)",P25445,P63279,107549,105209,1996
TP53BP2,BCL2,"datetime(1996, 7, 1, 0, 0)",Q13625,P10415,107580,109222,1996
MSH2,MSH6,"datetime(1996, 11, 26, 0, 0)",P43246,P52701,103743,114313,1996
JAK2,STAT3,"datetime(1996, 3, 15, 0, 0)",O60674,P40763,103401,114621,1996
HLA-B,B2M,"datetime(1996, 12, 1, 0, 0)",O19691,P61769,110356,109054,1996
MSH2,MSH2,"datetime(1996, 11, 26, 0, 0)",P43246,P43246,103743,103743,1996
PTPRK,CTNNB1,"datetime(1996, 7, 12, 0, 0)",Q15262,P35222,103262,111577,1996
NCOA1,CREBBP,"datetime(1996, 5, 3, 0, 0)",Q15788,Q92793,108625,107061,1996
DDIT3,MAPK14,"datetime(1996, 5, 31, 0, 0)",P35638,Q16539,112932,108300,1996
ACVR2B,ACVR1B,"datetime(1996, 3, 1, 0, 0)",Q13705,P36896,105958,111064,1996
SRC,CAV1,"datetime(1996, 4, 19, 0, 0)",P12931,Q03135,107525,113940,1996
S100A1,PGM1,"datetime(1996, 9, 1, 0, 0)",P23297,P36871,104089,103076,1996
GZMB,XRCC6,"datetime(1996, 8, 1, 0, 0)",P10144,P12956,115370,115541,1996
AKAP5,PRKCA,"datetime(1996, 3, 15, 0, 0)",P24588,P17252,116549,107106,1996
RPH3A,RAB3B,"datetime(1996, 3, 22, 0, 0)",Q9Y2J0,P20337,112856,108031,1996
MAP4K2,RAB8A,"datetime(1996, 5, 14, 0, 0)",Q12851,P61006,111551,103805,1996
GNG4,GNB2,"datetime(1996, 3, 22, 0, 0)",P50150,P62879,114526,105260,1996
VAV1,EZH2,"datetime(1996, 6, 1, 0, 0)",P15498,Q15910,110105,109421,1996
PAK1,NCK1,"datetime(1996, 10, 18, 0, 0)",Q13153,P16333,103174,106322,1996
GTF2B,NCOA1,"datetime(1996, 8, 1, 0, 0)",Q00403,Q15788,114541,108625,1996
ACVR1B,ACVR1,"datetime(1996, 5, 1, 0, 0)",P36896,Q04771,111064,111733,1996
PDGFA,COL1A1,"datetime(1996, 10, 25, 0, 0)",P04085,P02452,104955,105417,1996
RIT2,CALM1; CALM2; CALM3,"datetime(1996, 11, 1, 0, 0)",Q99578,P62158,109296,102031,1996
CCND3,CDKN1B,"datetime(1996, 12, 2, 0, 0)",P30281,P46527,100204,115395,1996
PDAP1,PDGFA,"datetime(1996, 5, 1, 0, 0)",Q13442,P04085,101463,104955,1996
SLC2A1,CANX,"datetime(1996, 6, 7, 0, 0)",P11166,P27824,105287,106091,1996
UBE3A,UBE2E1,"datetime(1996, 2, 2, 0, 0)",Q05086,P51965,109720,116041,1996
SMARCA2,ARID1A,"datetime(1996, 10, 1, 0, 0)",P51531,O14497,108197,100959,1996
HSPA8,CYCS,"datetime(1996, 7, 12, 0, 0)",P11142,P99999,108948,113059,1996
HIST1H1B,PRKCB,"datetime(1996, 6, 21, 0, 0)",P16401,P05771,116516,107209,1996
TAF15,HIST1H4A; HIST1H4B; HIST1H4C; HIST1H4D; HIST1H4E; HIST1H4F; HIST1H4H; HIST1H4I; HIST1H4J; HIST1H4K; HIST1H4L; HIST2H4A; HIST2H4B; HIST4H4,"datetime(1996, 3, 28, 0, 0)",Q92804,P62805,112042,108386,1996
CDK7,POLR2A,"datetime(1996, 6, 25, 0, 0)",P50613,P24928,103550,108908,1996
RIPK1,TRAF1,"datetime(1996, 4, 1, 0, 0)",Q13546,Q13077,109207,112197,1996
GZMB,SERPINB9,"datetime(1996, 11, 1, 0, 0)",P10144,P50453,115370,105068,1996
MAP2K6,MAP2K6,"datetime(1996, 3, 1, 0, 0)",P52564,P52564,109016,109016,1996
FGG,F13B,"datetime(1996, 8, 13, 0, 0)",P02679,P05160,111297,111241,1996
GRB10,EPHB1,"datetime(1996, 9, 20, 0, 0)",Q13322,P54762,101795,106302,1996
CXCR1,GNAI2,"datetime(1996, 5, 31, 0, 0)",P25024,P04899,110956,115415,1996
HIST1H4A; HIST1H4B; HIST1H4C; HIST1H4D; HIST1H4E; HIST1H4F; HIST1H4H; HIST1H4I; HIST1H4J; HIST1H4K; HIST1H4L; HIST2H4A; HIST2H4B; HIST4H4,KAT2B,"datetime(1996, 7, 25, 0, 0)",P62805,Q92831,108386,108390,1996
SMARCC2,SMARCA4,"datetime(1996, 10, 1, 0, 0)",Q8TAQ2,P51532,110852,108198,1996
GDI1,RAB1B,"datetime(1996, 9, 15, 0, 0)",P31150,Q9H0U4,102511,116416,1996
PTK6,EGFR,"datetime(1996, 11, 29, 0, 0)",Q13882,P00533,113487,112630,1996
PKN2,NCK1,"datetime(1996, 11, 15, 0, 0)",Q16513,P16333,100283,106322,1996
PRKAB1,PRKAA1,"datetime(1996, 2, 9, 0, 0)",Q9Y478,Q13131,100762,110570,1996
ANGPT1,TEK,"datetime(1996, 12, 27, 0, 0)",Q15389,Q02763,101812,106906,1996
BCAR1,PTPN1,"datetime(1996, 12, 6, 0, 0)",P56945,P18031,103971,109850,1996
SHC1,AP2A2,"datetime(1996, 3, 1, 0, 0)",P29353,O94973,109781,108572,1996
PPP2R5D,PPP2R1B,"datetime(1996, 9, 6, 0, 0)",Q14738,P30154,107374,115271,1996
DCTN1,SPTBN1,"datetime(1996, 12, 1, 0, 0)",Q14203,Q01082,101131,107690,1996
PIK3R1,IRS2,"datetime(1996, 11, 15, 0, 0)",P27986,Q9Y4H2,105291,109413,1996
CCNA1,HIST1H2BA,"datetime(1996, 1, 1, 0, 0)",P78396,Q96A08,114114,109624,1996
UBE2K,HTT,"datetime(1996, 8, 9, 0, 0)",P61086,P42858,102661,105787,1996
MAPK1,ICK,"datetime(1996, 4, 26, 0, 0)",P28482,Q9UPZ9,108691,115841,1996
INPP5D,GRB2,"datetime(1996, 4, 1, 0, 0)",Q92835,P62993,108393,113112,1996
CREBBP,MAPK1,"datetime(1996, 11, 21, 0, 0)",Q92793,P28482,107061,108691,1996
GNB3,GNGT1,"datetime(1996, 3, 22, 0, 0)",P16520,P63211,100195,112633,1996
KCNK1,KCNK1,"datetime(1996, 12, 2, 0, 0)",O00180,O00180,106652,106652,1996
RAD52,SUMO1,"datetime(1996, 9, 1, 0, 0)",P43351,P63165,115634,101887,1996
CDKN2A,CDK6,"datetime(1996, 1, 1, 0, 0)",P42771,Q00534,108570,100127,1996
CSF1R,PIK3R1,"datetime(1996, 11, 15, 0, 0)",P07333,P27986,109048,105291,1996
NR1I3,PSMC4,"datetime(1996, 1, 1, 0, 0)",Q14994,P43686,101221,114458,1996
RXRG,NR0B2,"datetime(1996, 5, 31, 0, 0)",P48443,Q15466,110796,105383,1996
PPP2R1B,PPP2R5E,"datetime(1996, 9, 6, 0, 0)",P30154,Q16537,115271,108298,1996
COL1A2,PDGFA,"datetime(1996, 10, 25, 0, 0)",P08123,P04085,113851,104955,1996
CXCR2,CXCL5,"datetime(1996, 8, 23, 0, 0)",P25025,P42830,110955,114331,1996
HIST1H1B,CCNA2,"datetime(1996, 5, 31, 0, 0)",P16401,P20248,116516,110901,1996
SHC1,MST1R,"datetime(1996, 11, 1, 0, 0)",P29353,Q04912,109781,103438,1996
SNX1,EGFR,"datetime(1996, 5, 17, 0, 0)",Q13596,P00533,112876,112630,1996
BCAR1,PTPN12,"datetime(1996, 11, 1, 0, 0)",P56945,Q05209,103971,110000,1996
ELK3,TCF3,"datetime(1996, 11, 1, 0, 0)",P41970,P15923,100269,101412,1996
COL1A2,PDGFB,"datetime(1996, 10, 25, 0, 0)",P08123,P01127,113851,114559,1996
EIF4B,EIF3A,"datetime(1996, 10, 1, 0, 0)",P23588,Q14152,102172,105640,1996
SRF,MYOG,"datetime(1996, 3, 1, 0, 0)",P11831,P15173,107795,106163,1996
PRKDC,GZMB,"datetime(1996, 8, 1, 0, 0)",P78527,P10144,115196,115370,1996
AHR,TBP,"datetime(1996, 9, 1, 0, 0)",P35869,P20226,101797,107088,1996
FGR,CD24,"datetime(1996, 8, 14, 0, 0)",P09769,P25063,101691,111504,1996
IGF1R,IRS2,"datetime(1996, 5, 17, 0, 0)",P08069,Q9Y4H2,104790,109413,1996
NRXN1,NLGN3,"datetime(1996, 2, 2, 0, 0)",Q9ULB1,Q9NZ94,109346,103078,1996
SYK,PRKD1,"datetime(1996, 10, 1, 0, 0)",P43405,Q15139,114134,112018,1996
EFNA5,EPHA4,"datetime(1996, 7, 1, 0, 0)",P52803,P54764,108829,106305,1996
CCNE1,CDC25A,"datetime(1996, 3, 1, 0, 0)",P24864,P30304,115243,107779,1996
LBR,CBX1,"datetime(1996, 6, 21, 0, 0)",Q14739,P83916,107375,106094,1996
PSMD4,UBC,"datetime(1996, 1, 23, 0, 0)",P55036,P0CG48,111074,106138,1996
IQGAP1,CDC42,"datetime(1996, 6, 17, 0, 0)",P46940,P60953,103229,110613,1996
SNAPC2,SNAPC4,"datetime(1996, 1, 1, 0, 0)",Q13487,Q5SXM2,101995,116326,1996
COL6A1,PDGFA,"datetime(1996, 10, 25, 0, 0)",P12109,P04085,101227,104955,1996
SMARCA4,ARID1A,"datetime(1996, 10, 1, 0, 0)",P51532,O14497,108198,100959,1996
GNB3,GNG3,"datetime(1996, 3, 22, 0, 0)",P16520,P63215,100195,113200,1996
ERCC5,GTF2H1,"datetime(1996, 2, 20, 0, 0)",P28715,P32780,111895,109690,1996
GRB2,PTPN6,"datetime(1996, 2, 16, 0, 0)",P62993,P29350,113112,109783,1996
TEC,WAS,"datetime(1996, 11, 1, 0, 0)",P42680,P42768,112952,112806,1996
GRB2,DCTN1,"datetime(1996, 12, 20, 0, 0)",P62993,Q14203,113112,101131,1996
FES,PIK3R1,"datetime(1996, 11, 15, 0, 0)",P07332,P27986,109049,105291,1996
FKBP4,ESR1,"datetime(1996, 12, 1, 0, 0)",Q02790,P03372,103803,102503,1996
EFS,CRK,"datetime(1996, 6, 1, 0, 0)",O43281,P46108,109857,114441,1996
CALR,CALR,"datetime(1996, 11, 1, 0, 0)",P27797,P27797,102746,102746,1996
CAP2,CAP1,"datetime(1996, 6, 1, 0, 0)",P40123,Q01518,100677,111283,1996
SNTB2,UTRN,"datetime(1996, 2, 2, 0, 0)",Q13425,P46939,109466,108149,1996
SRC,STAT3,"datetime(1996, 4, 1, 0, 0)",P12931,P40763,107525,114621,1996
FGF1,FGFR2,"datetime(1996, 1, 19, 0, 0)",P05230,P21802,112775,100913,1996
FYN,FAS,"datetime(1996, 3, 15, 0, 0)",P06241,P25445,109836,107549,1996
CTNNB1,LEF1,"datetime(1996, 8, 15, 0, 0)",P35222,Q9UJU2,111577,112704,1996
ERCC2,ERCC3,"datetime(1996, 2, 20, 0, 0)",P18074,P19447,110402,100276,1996
VAV1,RAF1,"datetime(1996, 10, 25, 0, 0)",P15498,P04049,110105,103651,1996
STAT2,CREBBP,"datetime(1996, 9, 26, 0, 0)",P52630,Q92793,111602,107061,1996
HIST1H3A; HIST1H3B; HIST1H3C; HIST1H3D; HIST1H3E; HIST1H3F; HIST1H3G; HIST1H3H; HIST1H3I; HIST1H3J,TAF15,"datetime(1996, 3, 28, 0, 0)",P68431,Q92804,106408,112042,1996
IL4,IL4,"datetime(1996, 4, 15, 0, 0)",P05112,P05112,106980,106980,1996
EPOR,EPO,"datetime(1996, 6, 14, 0, 0)",P19235,P01588,112837,110687,1996
HSP90B1,ERBB2,"datetime(1996, 3, 1, 0, 0)",P14625,P04626,104999,110434,1996
IRS1,GRB10,"datetime(1996, 4, 12, 0, 0)",P35568,Q13322,115660,101795,1996
NEDD9,NCK1,"datetime(1996, 10, 1, 0, 0)",Q14511,P16333,103217,106322,1996
SRSF1,SRSF1,"datetime(1996, 10, 1, 0, 0)",Q07955,Q07955,103718,103718,1996
PDGFB,COL2A1,"datetime(1996, 10, 25, 0, 0)",P01127,P02458,114559,105413,1996
IGFBP7,IGF1,"datetime(1996, 11, 29, 0, 0)",Q16270,P05019,102180,108656,1996
LBR,CBX3,"datetime(1996, 6, 21, 0, 0)",Q14739,Q13185,107375,113738,1996
SLC9A3,CHP2,"datetime(1996, 10, 29, 0, 0)",P48764,O43745,114336,107052,1996
EP300,HIST1H4A; HIST1H4B; HIST1H4C; HIST1H4D; HIST1H4E; HIST1H4F; HIST1H4H; HIST1H4I; HIST1H4J; HIST1H4K; HIST1H4L; HIST2H4A; HIST2H4B; HIST4H4,"datetime(1996, 11, 29, 0, 0)",Q09472,P62805,101265,108386,1996
PIK3R2,SHC1,"datetime(1996, 6, 14, 0, 0)",O00459,P29353,106673,109781,1996
NFKBIA,RPS6KA1,"datetime(1996, 3, 22, 0, 0)",P25963,Q15418,107975,110175,1996
CD247,CSK,"datetime(1996, 4, 19, 0, 0)",P20963,P41240,113203,103775,1996
ACTG1,TMSB4X,"datetime(1996, 1, 15, 0, 0)",P63261,P62328,109473,101598,1996
NMI,MYCN,"datetime(1996, 5, 16, 0, 0)",Q13287,P04198,105877,110827,1996
NCK1,PTK2,"datetime(1996, 10, 1, 0, 0)",P16333,Q05397,106322,100504,1996
DYSTROPHIN,SNTA1,"datetime(1996, 3, 25, 0, 0)",Q14205,Q13424,101137,109467,1996
FES,FKBP5,"datetime(1996, 12, 1, 0, 0)",P07332,Q13451,109049,113762,1996
SEMA4D,PTPRC,"datetime(1996, 12, 15, 0, 0)",Q92854,P08575,115800,111903,1996
CDK4,CDKN1B,"datetime(1996, 12, 2, 0, 0)",P11802,P46527,112005,115395,1996
KIFAP3,RAP1GDS1,"datetime(1996, 10, 25, 0, 0)",Q92845,P52306,111446,105412,1996
CCNA1,CDKN1A,"datetime(1996, 9, 1, 0, 0)",P78396,P38936,114114,113330,1996
KLRC1,KLRD1,"datetime(1996, 12, 1, 0, 0)",P26715,Q13241,109601,104077,1996
GNB1,GNG3,"datetime(1996, 3, 22, 0, 0)",P62873,P63215,105262,113200,1996
TNFRSF8,TRAF1,"datetime(1996, 5, 31, 0, 0)",P28908,Q13077,106399,112197,1996
SRSF1,U2AF1,"datetime(1996, 10, 1, 0, 0)",Q07955,Q01081,103718,101303,1996
PPP2R1B,PPP2R5A,"datetime(1996, 9, 6, 0, 0)",P30154,Q15172,115271,112608,1996
DUSP4,MAPK9,"datetime(1996, 3, 15, 0, 0)",Q13115,P45984,102580,111089,1996
GTF2H3,GTF2H2,"datetime(1996, 2, 20, 0, 0)",Q13889,Q13888,113491,113492,1996
TRADD,TRAF3,"datetime(1996, 1, 26, 0, 0)",Q15628,Q13114,110271,102581,1996
VBP1,VHL,"datetime(1996, 7, 1, 0, 0)",P61758,P40337,115298,112703,1996
CD22,PIK3R1,"datetime(1996, 6, 1, 0, 0)",P20273,P27986,111911,105291,1996
TACR3,TAC1,"datetime(1996, 8, 23, 0, 0)",P29371,P20366,101233,104060,1996
BCL2L1,RAF1,"datetime(1996, 11, 15, 0, 0)",Q07817,P04049,101535,103651,1996
TP53BP1,TFDP1,"datetime(1996, 10, 15, 0, 0)",Q12888,Q14186,106658,103372,1996
EPS8,EPS8,"datetime(1996, 6, 20, 0, 0)",Q12929,Q12929,109511,109511,1996
ZNF354A,TRIM28,"datetime(1996, 12, 24, 0, 0)",O60765,Q13263,106272,112089,1996
MAPKAPK3,HSPB1,"datetime(1996, 9, 2, 0, 0)",Q16644,P04792,110623,107064,1996
