name1,name2,discovery date,uniport1,uniport2,id1,id2,time
DDX39B,FN1,"datetime(2009, 9, 8, 0, 0)",Q13838,P02751,100037,104307,2009
PIAS4,MEN1,"datetime(2009, 11, 18, 0, 0)",Q8N2W9,O00255,103588,112292,2009
VCAM1,AARS,"datetime(2009, 9, 8, 0, 0)",P19320,P49588,101595,108055,2009
BCR/ABL FUSION,GRB2,"datetime(2009, 5, 5, 0, 0)",A9UF07,P62993,112210,113112,2009
FASLG,NCKIPSD,"datetime(2009, 10, 6, 0, 0)",P48023,Q9NZQ3,107390,116224,2009
NDUFA9,NOA1,"datetime(2009, 2, 20, 0, 0)",Q16795,Q8NC60,100535,107647,2009
TRIM31,UBE2K,"datetime(2009, 10, 1, 0, 0)",Q9BZY9,P61086,109241,102661,2009
SNAI1,CTDSP2,"datetime(2009, 1, 2, 0, 0)",O95863,O14595,107734,102542,2009
SMG1,SYNCRIP,"datetime(2009, 5, 1, 0, 0)",Q96Q15,O60506,103191,116257,2009
ELAVL1,FKBP9,"datetime(2009, 5, 6, 0, 0)",Q15717,O95302,112400,116407,2009
CTDSPL2,ELAVL1,"datetime(2009, 5, 6, 0, 0)",Q05D32,Q15717,113973,112400,2009
ELAVL1,SLC7A1,"datetime(2009, 5, 6, 0, 0)",Q15717,P30825,112400,100986,2009
FN1,RPN1,"datetime(2009, 9, 8, 0, 0)",P02751,P04843,104307,103802,2009
ZNF76,ELAVL1,"datetime(2009, 5, 6, 0, 0)",P36508,Q15717,109305,112400,2009
UHRF2,SUMO2,"datetime(2009, 5, 26, 0, 0)",Q96PU4,P61956,114060,102300,2009
STK26,STK25,"datetime(2009, 1, 1, 0, 0)",Q9P289,O00506,111160,101246,2009
CHM,CS,"datetime(2009, 7, 23, 0, 0)",P24386,O75390,103740,100251,2009
RNF6,AR,"datetime(2009, 4, 7, 0, 0)",Q9Y252,P10275,115020,114547,2009
VCAM1,PSMB1,"datetime(2009, 9, 8, 0, 0)",P19320,P20618,101595,112666,2009
PPP1CA,VPS54,"datetime(2009, 4, 24, 0, 0)",P62136,Q9P1Q0,109498,103354,2009
SLX1A; SLX1B,KRT4,"datetime(2009, 7, 10, 0, 0)",Q9BQ83,P19013,110031,108163,2009
UBE2T,LNX2,"datetime(2009, 10, 1, 0, 0)",Q9NPD8,Q8N448,112212,112785,2009
VCAM1,PYCR2,"datetime(2009, 9, 8, 0, 0)",P19320,Q96C36,101595,113061,2009
ERI3,CENPO,"datetime(2009, 7, 1, 0, 0)",O43414,Q9BU64,114479,112153,2009
FN1,ANXA1,"datetime(2009, 9, 8, 0, 0)",P02751,P04083,104307,104951,2009
TNIP3,MCM6,"datetime(2009, 7, 23, 0, 0)",Q96KP6,Q14566,105386,100084,2009
TERT,CTNNB1,"datetime(2009, 7, 2, 0, 0)",O14746,P35222,108811,111577,2009
CUL3,RFWD2,"datetime(2009, 4, 1, 0, 0)",Q13618,Q8NHY2,111815,112280,2009
DMWD,NDUFA5,"datetime(2009, 7, 23, 0, 0)",Q09019,Q16718,102119,116007,2009
SUMO2,EIF4A3,"datetime(2009, 5, 26, 0, 0)",P61956,P38919,102300,105347,2009
EGFR,LGALS3,"datetime(2009, 5, 1, 0, 0)",P00533,P17931,112630,104165,2009
COPS6,ZYG11B,"datetime(2009, 7, 23, 0, 0)",Q7L5N1,Q9C0D3,103344,114845,2009
PSMA2,PSMD7,"datetime(2009, 5, 1, 0, 0)",P25787,P51665,100543,114397,2009
PARP11,RNF114,"datetime(2009, 7, 23, 0, 0)",Q9NR21,Q9Y508,113926,102853,2009
FN3KRP,USP43,"datetime(2009, 7, 23, 0, 0)",Q9HA64,Q70EL4,112840,110821,2009
PSMF1,RBFOX2,"datetime(2009, 1, 1, 0, 0)",Q92530,O43251,112369,114746,2009
AHNAK,GRB2,"datetime(2009, 5, 5, 0, 0)",Q09666,P62993,113304,113112,2009
UBB,UBE2E3,"datetime(2009, 10, 1, 0, 0)",Q5U5U6,Q969T4,108113,106384,2009
RNF10,UBE2V1,"datetime(2009, 10, 1, 0, 0)",Q8N5U6,Q13404,102167,100875,2009
CASP8,SQSTM1,"datetime(2009, 5, 15, 0, 0)",Q14790,Q13501,100527,109751,2009
LMNB1,PCGF2,"datetime(2009, 8, 18, 0, 0)",P20700,P35227,116387,111574,2009
TAPBP,ELAVL1,"datetime(2009, 5, 6, 0, 0)",O15533,Q15717,106475,112400,2009
CRYBA2,TRIP13,"datetime(2009, 1, 1, 0, 0)",P53672,Q15645,101586,101170,2009
NCBP1,XPO1,"datetime(2009, 4, 22, 0, 0)",Q09161,O14980,100070,111964,2009
VCAM1,MDH2,"datetime(2009, 9, 8, 0, 0)",P19320,P40926,101595,106598,2009
JOSD2,SMARCA2,"datetime(2009, 7, 23, 0, 0)",Q7Z7N5,P51531,115692,108197,2009
USP11,CDC27,"datetime(2009, 7, 23, 0, 0)",P51784,P30260,101222,109903,2009
CHM,RBM8A,"datetime(2009, 7, 23, 0, 0)",P24386,Q9Y5S9,103740,111050,2009
SLX4,GNPAT,"datetime(2009, 7, 10, 0, 0)",Q8IY92,O15228,101403,103464,2009
TRAPPC3,VCAM1,"datetime(2009, 9, 8, 0, 0)",O43617,P19320,101719,101595,2009
SCT,UBC,"datetime(2009, 12, 17, 0, 0)",P09683,P0CG48,105114,106138,2009
EIF3A,FN1,"datetime(2009, 9, 8, 0, 0)",Q14152,P02751,105640,104307,2009
NEDD4L,ACY3,"datetime(2009, 10, 16, 0, 0)",Q96PU5,Q96HD9,114059,112964,2009
PCGF2,PHC3,"datetime(2009, 7, 28, 0, 0)",P35227,Q8NDX5,111574,102959,2009
SUMO2,ZEB1,"datetime(2009, 5, 26, 0, 0)",P61956,P37275,102300,111083,2009
HDAC6,ERBB3,"datetime(2009, 12, 22, 0, 0)",Q9UBN7,P21860,104600,110297,2009
RANBP2,APC,"datetime(2009, 9, 1, 0, 0)",P49792,P25054,108515,115867,2009
UBE2E1,RING1,"datetime(2009, 10, 1, 0, 0)",P51965,Q06587,116041,114539,2009
PTPRB,CSK,"datetime(2009, 1, 23, 0, 0)",P23467,P41240,103610,103775,2009
SUMO2,SNRPB,"datetime(2009, 5, 26, 0, 0)",P61956,P14678,102300,107659,2009
TNIP1,RARG,"datetime(2009, 11, 20, 0, 0)",Q15025,P13631,100774,111330,2009
COPS6,KLHL18,"datetime(2009, 7, 23, 0, 0)",Q7L5N1,Q647K1,103344,108116,2009
UBE2V1,DZIP3,"datetime(2009, 10, 1, 0, 0)",Q13404,Q86Y13,100875,116321,2009
BAMBI,BMPR1B,"datetime(2009, 10, 30, 0, 0)",Q13145,O00238,108024,104897,2009
HDAC2,NFATC1,"datetime(2009, 4, 17, 0, 0)",Q92769,O95644,114007,114515,2009
ZBTB38,PPP1CA,"datetime(2009, 4, 24, 0, 0)",Q8NAP3,P62136,108497,109498,2009
PSMD14,C19ORF60,"datetime(2009, 7, 23, 0, 0)",O00487,Q96EN9,111518,102201,2009
GRB2,ELAVL1,"datetime(2009, 5, 6, 0, 0)",P62993,Q15717,113112,112400,2009
CDC37L1,ELAVL1,"datetime(2009, 5, 6, 0, 0)",Q7L3B6,Q15717,101855,112400,2009
USP39,SART3,"datetime(2009, 7, 23, 0, 0)",Q53GS9,Q15020,106952,100779,2009
MAPK13,RPS14,"datetime(2009, 1, 23, 0, 0)",O15264,P62263,104022,106796,2009
SLX4,MRPS31,"datetime(2009, 7, 10, 0, 0)",Q8IY92,Q92665,101403,108529,2009
ELAVL1,SENP1,"datetime(2009, 5, 6, 0, 0)",Q15717,Q9P0U3,112400,108051,2009
PPP2CB,CCT7,"datetime(2009, 1, 1, 0, 0)",P62714,Q99832,112889,106711,2009
CBX5,TUBB,"datetime(2009, 7, 1, 0, 0)",P45973,P07437,113923,101677,2009
PSMC5,PSMD11,"datetime(2009, 5, 29, 0, 0)",P62195,O00231,102644,104893,2009
VCAM1,ITGB1,"datetime(2009, 9, 8, 0, 0)",P19320,P05556,101595,101292,2009
PDPK1,PTPRK,"datetime(2009, 1, 23, 0, 0)",O15530,Q15262,106474,103262,2009
SLX1A; SLX1B,PSME3,"datetime(2009, 7, 10, 0, 0)",Q9BQ83,P61289,110031,104090,2009
