from,to,timestamp,year_column,month_column,day_column,time
615,616,2004-06-12 00:04:03,2004,6,12,20040612
1021,322,2004-06-12 00:05:14,2004,6,12,20040612
367,337,2004-06-12 00:08:56,2004,6,12,20040612
516,453,2004-06-12 00:15:56,2004,6,12,20040612
544,342,2004-06-12 00:17:12,2004,6,12,20040612
708,281,2004-06-12 00:25:20,2004,6,12,20040612
620,679,2004-06-12 01:07:46,2004,6,12,20040612
605,620,2004-06-12 01:12:52,2004,6,12,20040612
250,713,2004-06-12 01:26:23,2004,6,12,20040612
250,1665,2004-06-12 01:27:56,2004,6,12,20040612
679,620,2004-06-12 01:31:31,2004,6,12,20040612
474,1679,2004-06-12 01:42:10,2004,6,12,20040612
1608,1647,2004-06-12 01:47:26,2004,6,12,20040612
1608,799,2004-06-12 01:48:46,2004,6,12,20040612
1254,1234,2004-06-12 01:53:26,2004,6,12,20040612
799,1608,2004-06-12 01:53:30,2004,6,12,20040612
1608,799,2004-06-12 01:54:08,2004,6,12,20040612
1231,1667,2004-06-12 01:54:36,2004,6,12,20040612
799,1608,2004-06-12 01:58:33,2004,6,12,20040612
1608,799,2004-06-12 01:59:06,2004,6,12,20040612
1255,1359,2004-06-12 02:31:28,2004,6,12,20040612
1500,144,2004-06-12 02:32:56,2004,6,12,20040612
250,1255,2004-06-12 02:36:13,2004,6,12,20040612
250,1255,2004-06-12 02:36:24,2004,6,12,20040612
700,822,2004-06-12 02:49:42,2004,6,12,20040612
249,1021,2004-06-12 03:08:42,2004,6,12,20040612
620,679,2004-06-12 03:36:38,2004,6,12,20040612
679,620,2004-06-12 03:41:10,2004,6,12,20040612
621,1647,2004-06-12 04:02:29,2004,6,12,20040612
1255,1231,2004-06-12 04:11:41,2004,6,12,20040612
1231,1255,2004-06-12 04:12:08,2004,6,12,20040612
1255,1231,2004-06-12 04:12:42,2004,6,12,20040612
1253,1685,2004-06-12 04:16:04,2004,6,12,20040612
1253,1685,2004-06-12 04:16:36,2004,6,12,20040612
1383,1542,2004-06-12 04:36:30,2004,6,12,20040612
193,1647,2004-06-12 04:44:59,2004,6,12,20040612
1021,249,2004-06-12 04:56:11,2004,6,12,20040612
1545,1580,2004-06-12 05:03:52,2004,6,12,20040612
620,679,2004-06-12 05:07:17,2004,6,12,20040612
1545,1580,2004-06-12 05:09:02,2004,6,12,20040612
620,605,2004-06-12 05:09:03,2004,6,12,20040612
193,536,2004-06-12 05:20:31,2004,6,12,20040612
768,72,2004-06-12 05:23:37,2004,6,12,20040612
768,924,2004-06-12 05:33:50,2004,6,12,20040612
454,1668,2004-06-12 05:41:21,2004,6,12,20040612
32,1021,2004-06-12 05:43:08,2004,6,12,20040612
536,193,2004-06-12 05:51:12,2004,6,12,20040612
1021,32,2004-06-12 05:53:19,2004,6,12,20040612
392,72,2004-06-12 05:57:11,2004,6,12,20040612
1601,1383,2004-06-12 06:01:56,2004,6,12,20040612
1624,337,2004-06-12 06:07:05,2004,6,12,20040612
1343,1113,2004-06-12 06:11:35,2004,6,12,20040612
1383,1601,2004-06-12 06:13:31,2004,6,12,20040612
1343,281,2004-06-12 06:15:00,2004,6,12,20040612
1542,1383,2004-06-12 06:15:43,2004,6,12,20040612
1383,1542,2004-06-12 06:16:43,2004,6,12,20040612
1343,1253,2004-06-12 06:18:06,2004,6,12,20040612
1601,1383,2004-06-12 06:19:28,2004,6,12,20040612
1343,1406,2004-06-12 06:20:26,2004,6,12,20040612
322,1021,2004-06-12 06:22:35,2004,6,12,20040612
706,800,2004-06-12 06:23:07,2004,6,12,20040612
1383,1601,2004-06-12 06:24:05,2004,6,12,20040612
1601,1383,2004-06-12 06:28:21,2004,6,12,20040612
1383,1601,2004-06-12 06:34:29,2004,6,12,20040612
1601,1383,2004-06-12 06:35:23,2004,6,12,20040612
777,537,2004-06-12 06:50:32,2004,6,12,20040612
727,475,2004-06-12 06:51:07,2004,6,12,20040612
393,346,2004-06-12 06:54:01,2004,6,12,20040612
193,536,2004-06-12 06:57:43,2004,6,12,20040612
1601,862,2004-06-12 06:58:44,2004,6,12,20040612
193,1343,2004-06-12 06:59:06,2004,6,12,20040612
276,1343,2004-06-12 07:01:26,2004,6,12,20040612
1686,393,2004-06-12 07:09:45,2004,6,12,20040612
687,277,2004-06-12 07:09:45,2004,6,12,20040612
536,193,2004-06-12 07:21:42,2004,6,12,20040612
1343,193,2004-06-12 07:27:37,2004,6,12,20040612
193,1343,2004-06-12 07:28:23,2004,6,12,20040612
1343,276,2004-06-12 07:36:22,2004,6,12,20040612
1343,193,2004-06-12 07:38:15,2004,6,12,20040612
481,1648,2004-06-12 07:38:43,2004,6,12,20040612
193,1343,2004-06-12 07:42:51,2004,6,12,20040612
1343,193,2004-06-12 07:46:16,2004,6,12,20040612
172,840,2004-06-12 07:46:18,2004,6,12,20040612
172,495,2004-06-12 07:48:56,2004,6,12,20040612
1520,919,2004-06-12 08:00:26,2004,6,12,20040612
172,1603,2004-06-12 08:00:53,2004,6,12,20040612
1520,912,2004-06-12 08:04:02,2004,6,12,20040612
337,367,2004-06-12 08:06:08,2004,6,12,20040612
1520,1513,2004-06-12 08:06:24,2004,6,12,20040612
337,1624,2004-06-12 08:07:10,2004,6,12,20040612
1520,716,2004-06-12 08:08:12,2004,6,12,20040612
193,1343,2004-06-12 08:09:40,2004,6,12,20040612
884,713,2004-06-12 08:17:31,2004,6,12,20040612
799,1475,2004-06-12 08:41:00,2004,6,12,20040612
1314,1346,2004-06-12 08:55:33,2004,6,12,20040612
1522,537,2004-06-12 08:55:57,2004,6,12,20040612
1346,1314,2004-06-12 09:01:42,2004,6,12,20040612
728,1573,2004-06-12 09:23:08,2004,6,12,20040612
1189,1489,2004-06-12 09:23:30,2004,6,12,20040612
1189,128,2004-06-12 09:24:55,2004,6,12,20040612
878,1189,2004-06-12 09:27:50,2004,6,12,20040612
1189,878,2004-06-12 09:31:30,2004,6,12,20040612
1189,543,2004-06-12 09:32:22,2004,6,12,20040612
1189,1665,2004-06-12 09:32:48,2004,6,12,20040612
1189,1554,2004-06-12 09:38:30,2004,6,12,20040612
1447,1500,2004-06-12 09:39:26,2004,6,12,20040612
249,1021,2004-06-12 10:03:03,2004,6,12,20040612
933,1687,2004-06-12 10:12:27,2004,6,12,20040612
1514,919,2004-06-12 10:16:57,2004,6,12,20040612
1021,322,2004-06-12 10:27:41,2004,6,12,20040612
1021,249,2004-06-12 10:29:23,2004,6,12,20040612
