from,to,timestamp,year_column,month_column,day_column,time
1601,1796,2004-10-03 00:52:20,2004,10,3,20041003
1870,1543,2004-10-03 01:04:45,2004,10,3,20041003
1783,1344,2004-10-03 02:35:36,2004,10,3,20041003
652,27,2004-10-03 03:46:10,2004,10,3,20041003
674,1877,2004-10-03 06:27:55,2004,10,3,20041003
1678,1565,2004-10-03 09:09:42,2004,10,3,20041003
601,1862,2004-10-03 09:45:04,2004,10,3,20041003
583,821,2004-10-03 10:18:37,2004,10,3,20041003
1175,1246,2004-10-03 14:32:36,2004,10,3,20041003
821,583,2004-10-03 18:06:29,2004,10,3,20041003
536,1543,2004-10-03 18:16:51,2004,10,3,20041003
1713,536,2004-10-03 18:28:01,2004,10,3,20041003
1167,809,2004-10-03 19:28:54,2004,10,3,20041003
312,1,2004-10-03 19:42:14,2004,10,3,20041003
620,27,2004-10-03 19:50:09,2004,10,3,20041003
1783,697,2004-10-03 20:02:05,2004,10,3,20041003
1,312,2004-10-03 20:54:10,2004,10,3,20041003
1862,601,2004-10-03 21:42:55,2004,10,3,20041003
1781,847,2004-10-03 21:44:55,2004,10,3,20041003
1713,561,2004-10-03 22:09:32,2004,10,3,20041003
1713,617,2004-10-03 22:13:24,2004,10,3,20041003
1713,233,2004-10-03 22:15:24,2004,10,3,20041003
233,1713,2004-10-03 22:19:19,2004,10,3,20041003
1713,233,2004-10-03 22:20:44,2004,10,3,20041003
561,1713,2004-10-03 23:42:23,2004,10,3,20041003
1713,561,2004-10-03 23:49:59,2004,10,3,20041003
