from,to,timestamp,year_column,month_column,day_column,time
1874,451,2004-09-29 00:31:50,2004,9,29,20040929
32,673,2004-09-29 00:50:26,2004,9,29,20040929
1,312,2004-09-29 01:06:34,2004,9,29,20040929
1836,1724,2004-09-29 01:19:10,2004,9,29,20040929
193,393,2004-09-29 03:26:26,2004,9,29,20040929
1601,1875,2004-09-29 03:41:30,2004,9,29,20040929
697,1319,2004-09-29 03:45:37,2004,9,29,20040929
393,193,2004-09-29 03:59:12,2004,9,29,20040929
1491,847,2004-09-29 04:10:49,2004,9,29,20040929
652,1644,2004-09-29 04:55:21,2004,9,29,20040929
674,1865,2004-09-29 05:14:19,2004,9,29,20040929
1624,95,2004-09-29 05:41:52,2004,9,29,20040929
847,1491,2004-09-29 06:22:16,2004,9,29,20040929
1346,1868,2004-09-29 06:28:15,2004,9,29,20040929
1190,9,2004-09-29 06:31:45,2004,9,29,20040929
843,1237,2004-09-29 06:34:57,2004,9,29,20040929
843,1237,2004-09-29 06:44:26,2004,9,29,20040929
697,492,2004-09-29 06:52:19,2004,9,29,20040929
830,621,2004-09-29 07:10:37,2004,9,29,20040929
1781,9,2004-09-29 07:34:46,2004,9,29,20040929
234,1624,2004-09-29 07:54:55,2004,9,29,20040929
1644,652,2004-09-29 07:58:08,2004,9,29,20040929
1624,234,2004-09-29 08:02:22,2004,9,29,20040929
234,1624,2004-09-29 08:04:54,2004,9,29,20040929
234,1624,2004-09-29 08:13:11,2004,9,29,20040929
847,1872,2004-09-29 08:43:42,2004,9,29,20040929
652,278,2004-09-29 12:20:42,2004,9,29,20040929
9,1781,2004-09-29 14:50:12,2004,9,29,20040929
9,1190,2004-09-29 14:53:49,2004,9,29,20040929
1167,32,2004-09-29 16:03:04,2004,9,29,20040929
1167,809,2004-09-29 16:04:42,2004,9,29,20040929
1167,1540,2004-09-29 16:05:23,2004,9,29,20040929
1167,429,2004-09-29 16:05:48,2004,9,29,20040929
1181,9,2004-09-29 18:10:31,2004,9,29,20040929
1181,492,2004-09-29 18:11:02,2004,9,29,20040929
1713,561,2004-09-29 18:39:28,2004,9,29,20040929
1624,234,2004-09-29 19:09:20,2004,9,29,20040929
1624,234,2004-09-29 19:10:28,2004,9,29,20040929
1543,536,2004-09-29 21:13:38,2004,9,29,20040929
1750,561,2004-09-29 22:59:33,2004,9,29,20040929
1075,1624,2004-09-29 23:09:48,2004,9,29,20040929
785,1724,2004-09-29 23:42:44,2004,9,29,20040929
1724,1836,2004-09-29 23:43:22,2004,9,29,20040929
1724,785,2004-09-29 23:43:43,2004,9,29,20040929
