from,to,timestamp,year_column,month_column,day_column,time
768,1280,2004-08-17 00:01:04,2004,8,17,20040817
1792,341,2004-08-17 00:03:53,2004,8,17,20040817
44,1800,2004-08-17 00:09:58,2004,8,17,20040817
1724,431,2004-08-17 01:03:58,2004,8,17,20040817
1724,105,2004-08-17 01:04:44,2004,8,17,20040817
95,1788,2004-08-17 01:13:08,2004,8,17,20040817
95,1789,2004-08-17 01:15:41,2004,8,17,20040817
561,1543,2004-08-17 01:37:11,2004,8,17,20040817
431,1724,2004-08-17 01:39:48,2004,8,17,20040817
561,342,2004-08-17 01:40:54,2004,8,17,20040817
1416,969,2004-08-17 02:08:31,2004,8,17,20040817
105,1724,2004-08-17 02:18:33,2004,8,17,20040817
652,27,2004-08-17 02:34:40,2004,8,17,20040817
1436,494,2004-08-17 02:47:32,2004,8,17,20040817
727,561,2004-08-17 03:36:43,2004,8,17,20040817
969,1756,2004-08-17 04:14:59,2004,8,17,20040817
342,561,2004-08-17 04:15:44,2004,8,17,20040817
1724,105,2004-08-17 04:55:30,2004,8,17,20040817
1724,431,2004-08-17 04:56:11,2004,8,17,20040817
140,557,2004-08-17 05:14:31,2004,8,17,20040817
557,140,2004-08-17 05:27:07,2004,8,17,20040817
818,1127,2004-08-17 05:29:59,2004,8,17,20040817
818,1542,2004-08-17 05:30:37,2004,8,17,20040817
818,32,2004-08-17 05:31:03,2004,8,17,20040817
818,847,2004-08-17 05:32:15,2004,8,17,20040817
140,557,2004-08-17 05:33:02,2004,8,17,20040817
483,1543,2004-08-17 05:38:29,2004,8,17,20040817
557,140,2004-08-17 05:44:29,2004,8,17,20040817
140,557,2004-08-17 05:56:06,2004,8,17,20040817
140,1281,2004-08-17 06:10:10,2004,8,17,20040817
1281,140,2004-08-17 06:11:12,2004,8,17,20040817
140,1281,2004-08-17 06:16:43,2004,8,17,20040817
140,1781,2004-08-17 06:25:55,2004,8,17,20040817
144,1472,2004-08-17 06:25:59,2004,8,17,20040817
140,557,2004-08-17 06:27:31,2004,8,17,20040817
1281,140,2004-08-17 06:29:40,2004,8,17,20040817
557,140,2004-08-17 06:35:29,2004,8,17,20040817
140,557,2004-08-17 06:37:05,2004,8,17,20040817
140,1281,2004-08-17 06:39:47,2004,8,17,20040817
557,140,2004-08-17 06:41:32,2004,8,17,20040817
1543,561,2004-08-17 06:48:12,2004,8,17,20040817
105,1724,2004-08-17 06:56:26,2004,8,17,20040817
341,1792,2004-08-17 07:10:11,2004,8,17,20040817
1543,483,2004-08-17 07:10:52,2004,8,17,20040817
1796,67,2004-08-17 07:14:21,2004,8,17,20040817
1543,1255,2004-08-17 07:14:43,2004,8,17,20040817
67,1796,2004-08-17 07:19:41,2004,8,17,20040817
1281,140,2004-08-17 07:20:43,2004,8,17,20040817
67,657,2004-08-17 07:30:04,2004,8,17,20040817
657,67,2004-08-17 07:35:39,2004,8,17,20040817
67,657,2004-08-17 07:37:11,2004,8,17,20040817
1796,67,2004-08-17 07:38:31,2004,8,17,20040817
657,67,2004-08-17 07:40:36,2004,8,17,20040817
67,657,2004-08-17 07:42:56,2004,8,17,20040817
67,1796,2004-08-17 07:54:21,2004,8,17,20040817
1231,1750,2004-08-17 08:04:14,2004,8,17,20040817
1786,1546,2004-08-17 08:08:08,2004,8,17,20040817
318,1543,2004-08-17 08:11:47,2004,8,17,20040817
1280,768,2004-08-17 08:16:45,2004,8,17,20040817
8,1799,2004-08-17 08:20:03,2004,8,17,20040817
221,1792,2004-08-17 08:36:01,2004,8,17,20040817
847,818,2004-08-17 08:37:29,2004,8,17,20040817
821,583,2004-08-17 09:08:37,2004,8,17,20040817
755,697,2004-08-17 09:16:07,2004,8,17,20040817
105,27,2004-08-17 09:27:56,2004,8,17,20040817
105,72,2004-08-17 09:29:51,2004,8,17,20040817
105,995,2004-08-17 09:53:16,2004,8,17,20040817
105,353,2004-08-17 10:03:09,2004,8,17,20040817
483,1543,2004-08-17 11:23:25,2004,8,17,20040817
1675,105,2004-08-17 11:44:52,2004,8,17,20040817
1675,847,2004-08-17 11:46:06,2004,8,17,20040817
1675,1543,2004-08-17 11:47:37,2004,8,17,20040817
1675,67,2004-08-17 13:44:47,2004,8,17,20040817
1,312,2004-08-17 13:45:26,2004,8,17,20040817
1675,32,2004-08-17 13:47:26,2004,8,17,20040817
1756,1485,2004-08-17 14:50:35,2004,8,17,20040817
1756,1436,2004-08-17 14:51:33,2004,8,17,20040817
1756,105,2004-08-17 14:52:30,2004,8,17,20040817
1756,969,2004-08-17 15:00:40,2004,8,17,20040817
1756,713,2004-08-17 15:03:55,2004,8,17,20040817
1127,818,2004-08-17 15:53:02,2004,8,17,20040817
1127,1796,2004-08-17 15:56:06,2004,8,17,20040817
1796,95,2004-08-17 16:23:25,2004,8,17,20040817
1796,1127,2004-08-17 16:28:45,2004,8,17,20040817
1543,318,2004-08-17 16:30:38,2004,8,17,20040817
27,105,2004-08-17 16:31:13,2004,8,17,20040817
1543,1675,2004-08-17 16:37:52,2004,8,17,20040817
1675,1543,2004-08-17 16:47:39,2004,8,17,20040817
1543,483,2004-08-17 16:57:09,2004,8,17,20040817
561,727,2004-08-17 17:12:40,2004,8,17,20040817
415,997,2004-08-17 17:14:59,2004,8,17,20040817
561,342,2004-08-17 17:17:19,2004,8,17,20040817
1750,1796,2004-08-17 17:18:04,2004,8,17,20040817
1750,561,2004-08-17 17:27:50,2004,8,17,20040817
561,1543,2004-08-17 17:29:32,2004,8,17,20040817
561,1750,2004-08-17 17:41:06,2004,8,17,20040817
342,561,2004-08-17 17:48:38,2004,8,17,20040817
431,1724,2004-08-17 18:32:25,2004,8,17,20040817
1,312,2004-08-17 18:37:20,2004,8,17,20040817
312,1,2004-08-17 18:37:28,2004,8,17,20040817
1169,547,2004-08-17 19:04:53,2004,8,17,20040817
1434,1344,2004-08-17 19:10:25,2004,8,17,20040817
847,1675,2004-08-17 19:25:12,2004,8,17,20040817
713,1167,2004-08-17 19:27:38,2004,8,17,20040817
1750,561,2004-08-17 19:28:02,2004,8,17,20040817
713,1756,2004-08-17 19:28:44,2004,8,17,20040817
727,561,2004-08-17 19:29:27,2004,8,17,20040817
713,1059,2004-08-17 19:36:05,2004,8,17,20040817
105,1756,2004-08-17 19:53:20,2004,8,17,20040817
105,1675,2004-08-17 19:54:08,2004,8,17,20040817
1167,713,2004-08-17 22:15:37,2004,8,17,20040817
1626,312,2004-08-17 22:31:08,2004,8,17,20040817
318,1543,2004-08-17 22:36:13,2004,8,17,20040817
27,620,2004-08-17 22:45:14,2004,8,17,20040817
286,1756,2004-08-17 23:05:12,2004,8,17,20040817
995,105,2004-08-17 23:25:26,2004,8,17,20040817
105,995,2004-08-17 23:46:18,2004,8,17,20040817
1059,713,2004-08-17 23:54:42,2004,8,17,20040817
