from,to,timestamp,year_column,month_column,day_column,time
12,282,2004-07-14 00:08:41,2004,7,14,20040714
495,127,2004-07-14 00:18:03,2004,7,14,20040714
495,1406,2004-07-14 00:19:51,2004,7,14,20040714
1406,495,2004-07-14 00:37:27,2004,7,14,20040714
724,1647,2004-07-14 01:10:34,2004,7,14,20040714
1317,3,2004-07-14 01:16:09,2004,7,14,20040714
768,1280,2004-07-14 01:21:08,2004,7,14,20040714
1642,822,2004-07-14 01:21:51,2004,7,14,20040714
1285,27,2004-07-14 01:32:29,2004,7,14,20040714
1487,1520,2004-07-14 01:35:27,2004,7,14,20040714
93,36,2004-07-14 02:07:47,2004,7,14,20040714
32,3,2004-07-14 02:15:06,2004,7,14,20040714
1724,127,2004-07-14 02:33:17,2004,7,14,20040714
249,1724,2004-07-14 02:48:44,2004,7,14,20040714
1724,249,2004-07-14 02:49:26,2004,7,14,20040714
249,1724,2004-07-14 02:53:07,2004,7,14,20040714
1488,518,2004-07-14 03:22:05,2004,7,14,20040714
1488,518,2004-07-14 03:23:46,2004,7,14,20040714
1489,1472,2004-07-14 03:41:53,2004,7,14,20040714
127,495,2004-07-14 03:52:25,2004,7,14,20040714
127,1724,2004-07-14 03:52:47,2004,7,14,20040714
1724,127,2004-07-14 04:21:45,2004,7,14,20040714
1724,249,2004-07-14 04:25:47,2004,7,14,20040714
127,1724,2004-07-14 04:34:46,2004,7,14,20040714
1079,27,2004-07-14 05:00:37,2004,7,14,20040714
1079,27,2004-07-14 05:00:50,2004,7,14,20040714
1079,27,2004-07-14 05:00:56,2004,7,14,20040714
27,1079,2004-07-14 05:16:19,2004,7,14,20040714
398,447,2004-07-14 05:20:57,2004,7,14,20040714
1280,768,2004-07-14 05:37:20,2004,7,14,20040714
346,1644,2004-07-14 05:53:02,2004,7,14,20040714
644,8,2004-07-14 06:25:58,2004,7,14,20040714
447,398,2004-07-14 06:27:34,2004,7,14,20040714
318,1736,2004-07-14 06:56:04,2004,7,14,20040714
143,201,2004-07-14 06:59:00,2004,7,14,20040714
8,644,2004-07-14 07:09:43,2004,7,14,20040714
323,298,2004-07-14 07:17:32,2004,7,14,20040714
1647,1669,2004-07-14 07:19:37,2004,7,14,20040714
1713,1647,2004-07-14 07:21:01,2004,7,14,20040714
1647,724,2004-07-14 07:21:17,2004,7,14,20040714
1647,1713,2004-07-14 07:22:22,2004,7,14,20040714
1669,454,2004-07-14 07:23:34,2004,7,14,20040714
1669,1655,2004-07-14 07:24:27,2004,7,14,20040714
1713,1647,2004-07-14 07:26:26,2004,7,14,20040714
429,1669,2004-07-14 07:27:44,2004,7,14,20040714
1669,429,2004-07-14 07:32:40,2004,7,14,20040714
1397,1655,2004-07-14 07:34:40,2004,7,14,20040714
323,68,2004-07-14 07:34:41,2004,7,14,20040714
1669,1423,2004-07-14 07:35:29,2004,7,14,20040714
620,874,2004-07-14 07:36:32,2004,7,14,20040714
644,8,2004-07-14 07:36:51,2004,7,14,20040714
1669,1647,2004-07-14 07:36:57,2004,7,14,20040714
959,699,2004-07-14 08:02:22,2004,7,14,20040714
8,644,2004-07-14 08:08:58,2004,7,14,20040714
1198,127,2004-07-14 08:31:39,2004,7,14,20040714
1113,1493,2004-07-14 09:16:31,2004,7,14,20040714
783,1741,2004-07-14 10:24:07,2004,7,14,20040714
201,143,2004-07-14 10:41:49,2004,7,14,20040714
3,32,2004-07-14 11:36:15,2004,7,14,20040714
3,1317,2004-07-14 11:38:05,2004,7,14,20040714
1497,1158,2004-07-14 13:16:08,2004,7,14,20040714
1713,3,2004-07-14 13:21:15,2004,7,14,20040714
1713,1497,2004-07-14 13:21:50,2004,7,14,20040714
3,1713,2004-07-14 13:26:03,2004,7,14,20040714
1312,12,2004-07-14 15:07:57,2004,7,14,20040714
1675,32,2004-07-14 15:14:23,2004,7,14,20040714
1675,67,2004-07-14 15:16:10,2004,7,14,20040714
277,1741,2004-07-14 16:14:25,2004,7,14,20040714
1332,27,2004-07-14 16:31:35,2004,7,14,20040714
27,1332,2004-07-14 16:36:30,2004,7,14,20040714
27,1285,2004-07-14 16:56:16,2004,7,14,20040714
211,1742,2004-07-14 17:21:22,2004,7,14,20040714
1423,1669,2004-07-14 17:54:52,2004,7,14,20040714
12,1312,2004-07-14 18:06:05,2004,7,14,20040714
699,959,2004-07-14 18:06:25,2004,7,14,20040714
143,201,2004-07-14 18:26:53,2004,7,14,20040714
1742,211,2004-07-14 18:35:42,2004,7,14,20040714
495,1406,2004-07-14 19:20:43,2004,7,14,20040714
1713,495,2004-07-14 19:21:39,2004,7,14,20040714
495,127,2004-07-14 19:22:08,2004,7,14,20040714
495,1713,2004-07-14 19:23:37,2004,7,14,20040714
1713,495,2004-07-14 19:25:13,2004,7,14,20040714
495,1713,2004-07-14 19:30:18,2004,7,14,20040714
1387,1285,2004-07-14 19:38:07,2004,7,14,20040714
1079,27,2004-07-14 19:50:55,2004,7,14,20040714
1059,713,2004-07-14 20:13:50,2004,7,14,20040714
27,1079,2004-07-14 20:20:29,2004,7,14,20040714
1190,1488,2004-07-14 20:35:57,2004,7,14,20040714
1669,1423,2004-07-14 20:37:57,2004,7,14,20040714
