name1,name2,discovery date,uniport1,uniport2,id1,id2,time
COL1A1,VWF,"datetime(1986, 11, 15, 0, 0)",P02452,P04275,105417,103887,1986
APOA1,APOA2,"datetime(1986, 11, 1, 0, 0)",P02647,P02652,115004,102718,1986
LCAT,APOA2,"datetime(1986, 11, 1, 0, 0)",P04180,P02652,115163,102718,1986
DGAT1,APOA2,"datetime(1986, 11, 1, 0, 0)",O75907,P02652,101544,102718,1986
FGA,PLAT,"datetime(1986, 7, 1, 0, 0)",P02671,P00750,111294,103210,1986
SHBG,SHBG,"datetime(1986, 4, 1, 0, 0)",P04278,P04278,103889,103889,1986
APOA1,DGAT1,"datetime(1986, 11, 1, 0, 0)",P02647,O75907,115004,101544,1986
APOD,APOA2,"datetime(1986, 11, 1, 0, 0)",P05090,P02652,107458,102718,1986
APCS,APCS,"datetime(1986, 10, 1, 0, 0)",P02743,P02743,108700,108700,1986
APOA1,APOD,"datetime(1986, 11, 1, 0, 0)",P02647,P05090,115004,107458,1986
