name1,name2,discovery date,uniport1,uniport2,id1,id2,time
GRB2,KRT18,"datetime(2003, 3, 1, 0, 0)",P62993,P05783,113112,109192,2003
RELA,NCF1,"datetime(2003, 5, 9, 0, 0)",Q04206,P14598,116233,104372,2003
GNMT,GNMT,"datetime(2003, 7, 15, 0, 0)",Q14749,Q14749,104215,104215,2003
TRAF6,TAB3,"datetime(2003, 3, 28, 0, 0)",Q9Y4K3,Q8N5C8,113106,107929,2003
CSPG5,GOPC,"datetime(2003, 10, 10, 0, 0)",O95196,Q9HD26,106676,104408,2003
RGL4,RALA,"datetime(2003, 7, 15, 0, 0)",Q8IZJ4,P11233,100304,112980,2003
LSM10,STRAP,"datetime(2003, 9, 15, 0, 0)",Q969L4,Q9Y3F4,105268,112576,2003
MIF,BNIPL,"datetime(2003, 4, 10, 0, 0)",P14174,Q7Z465,102292,102048,2003
RPA3,MCM2,"datetime(2003, 3, 14, 0, 0)",P35244,P49736,104150,101622,2003
SNW1,SFPQ,"datetime(2003, 9, 12, 0, 0)",Q13573,P23246,104881,114297,2003
GRB2,HSPB1,"datetime(2003, 3, 1, 0, 0)",P62993,P04792,113112,107064,2003
GRB2,DDX6,"datetime(2003, 3, 1, 0, 0)",P62993,P26196,113112,103960,2003
ORC1,MCM2,"datetime(2003, 3, 14, 0, 0)",Q13415,P49736,113195,101622,2003
RBSN,RAB5C,"datetime(2003, 3, 7, 0, 0)",Q9H1K0,P51148,109534,113367,2003
VPS4B,PDCD6IP,"datetime(2003, 9, 19, 0, 0)",O75351,Q8WUM4,115071,105017,2003
RAP2A,GABARAPL2,"datetime(2003, 2, 17, 0, 0)",P10114,P60520,102456,108412,2003
SYCP3,SMC3,"datetime(2003, 7, 1, 0, 0)",Q8IZU3,Q9UQE7,113743,101471,2003
BIRC2,TNFSF14,"datetime(2003, 4, 18, 0, 0)",Q13490,O43557,114328,115546,2003
RUVBL2,MYC,"datetime(2003, 5, 30, 0, 0)",Q9Y230,P01106,107631,106562,2003
SS18,SS18,"datetime(2003, 11, 6, 0, 0)",Q15532,Q15532,100561,100561,2003
GRB2,PAWR,"datetime(2003, 3, 1, 0, 0)",P62993,Q96IZ0,113112,114354,2003
NFATC1,EGR1,"datetime(2003, 2, 1, 0, 0)",O95644,P18146,114515,113140,2003
DAXX,NR3C1,"datetime(2003, 5, 2, 0, 0)",Q9UER7,P04150,103331,109148,2003
MEN1,JUND,"datetime(2003, 1, 1, 0, 0)",O00255,P17535,112292,107193,2003
SPINK7,MT2A,"datetime(2003, 3, 21, 0, 0)",P58062,P02795,102645,104950,2003
STX2,VAPB,"datetime(2003, 5, 30, 0, 0)",P32856,O95292,102266,114352,2003
GNAI1,EPOR,"datetime(2003, 3, 28, 0, 0)",P63096,P19235,115845,112837,2003
STAT1,IRAK1,"datetime(2003, 4, 1, 0, 0)",P42224,P51617,100815,110648,2003
PRMT5,SMARCA4,"datetime(2003, 11, 1, 0, 0)",O14744,P51532,108810,108198,2003
IRF3,IKBKE,"datetime(2003, 5, 1, 0, 0)",Q14653,Q14164,114890,101861,2003
MCM4,RPA1,"datetime(2003, 3, 14, 0, 0)",P33991,P27694,106063,104322,2003
NELFA,POLR2A,"datetime(2003, 3, 1, 0, 0)",Q9H3P2,P24928,100290,108908,2003
CD247,CD38,"datetime(2003, 12, 12, 0, 0)",P20963,P28907,113203,106402,2003
GRB2,IPO7,"datetime(2003, 3, 1, 0, 0)",P62993,O95373,113112,113225,2003
NELFCD,NELFB,"datetime(2003, 3, 1, 0, 0)",Q8IXH7,Q8WX92,105035,114148,2003
LPL,CALR,"datetime(2003, 8, 1, 0, 0)",P06858,P27797,112968,102746,2003
HDAC3,RARA,"datetime(2003, 8, 29, 0, 0)",O15379,P10276,115341,114548,2003
SLC1A1,PRKCA,"datetime(2003, 7, 2, 0, 0)",P43005,P17252,100490,107106,2003
HDAC1,KMT2A,"datetime(2003, 7, 8, 0, 0)",Q13547,Q03164,109208,101061,2003
NCOR1,CORO2A,"datetime(2003, 3, 17, 0, 0)",O75376,Q92828,106442,104039,2003
SLC24A1,SLC24A1,"datetime(2003, 4, 22, 0, 0)",O60721,O60721,106855,106855,2003
UBE2L3,RELA,"datetime(2003, 12, 1, 0, 0)",P68036,Q04206,109415,116233,2003
CLPB,TTF2,"datetime(2003, 9, 5, 0, 0)",Q9H078,Q9UNY4,103042,101989,2003
NUDT14,ARAF,"datetime(2003, 2, 1, 0, 0)",O95848,P10398,103736,105149,2003
DBNL,DBNL,"datetime(2003, 8, 15, 0, 0)",Q9UJU6,Q9UJU6,112706,112706,2003
ZAP70,DBNL,"datetime(2003, 12, 26, 0, 0)",P43403,Q9UJU6,114135,112706,2003
MCM6,RPA1,"datetime(2003, 3, 14, 0, 0)",Q14566,P27694,100084,104322,2003
LIPG,FANCA,"datetime(2003, 10, 1, 0, 0)",Q9Y5X9,O15360,115970,110994,2003
HLA-DRB1,MAGEA3,"datetime(2003, 2, 1, 0, 0)",P01911,P43357,104901,115635,2003
DGKH,DGKD,"datetime(2003, 9, 5, 0, 0)",Q86XP1,Q16760,110234,111642,2003
IRS2,UBTF,"datetime(2003, 3, 1, 0, 0)",Q9Y4H2,P17480,109413,108735,2003
ESR1,BAZ1B,"datetime(2003, 6, 27, 0, 0)",P03372,Q9UIG0,102503,113521,2003
GCKR,TRAF2,"datetime(2003, 4, 25, 0, 0)",Q14397,Q12933,105889,105243,2003
SQSTM1,NTRK3,"datetime(2003, 2, 14, 0, 0)",Q13501,Q16288,109751,108312,2003
