name1,name2,discovery date,uniport1,uniport2,id1,id2,time
GSN,ACTA1,"datetime(1993, 8, 19, 0, 0)",P06396,P68133,116408,111566,1993
C7,CLU,"datetime(1993, 8, 15, 0, 0)",P10643,P10909,100182,104081,1993
STAT1,PRKCD,"datetime(1993, 9, 24, 0, 0)",P42224,Q05655,100815,110746,1993
IL4,IL4R,"datetime(1993, 12, 17, 0, 0)",P05112,P24394,106980,116087,1993
APC,APC,"datetime(1993, 6, 15, 0, 0)",P25054,P25054,115867,115867,1993
LYN,HCLS1,"datetime(1993, 4, 15, 0, 0)",P07948,P14317,102912,112178,1993
PRKDC,JUN,"datetime(1993, 3, 11, 0, 0)",P78527,P05412,115196,100991,1993
CD4,LCK,"datetime(1993, 10, 1, 0, 0)",P01730,P06239,107050,100170,1993
PDGFB,PDGFRB,"datetime(1993, 2, 15, 0, 0)",P01127,P09619,114559,116248,1993
ITGA9,ITGB1,"datetime(1993, 12, 1, 0, 0)",Q13797,P05556,109094,101292,1993
PLAT,LAMA1,"datetime(1993, 9, 5, 0, 0)",P00750,P25391,103210,116373,1993
CXCL1,CXCL1,"datetime(1993, 9, 20, 0, 0)",P09341,P09341,107952,107952,1993
PDGFB,PDGFA,"datetime(1993, 2, 15, 0, 0)",P01127,P04085,114559,104955,1993
AHR,ARNT,"datetime(1993, 4, 1, 0, 0)",P35869,P27540,101797,115953,1993
PCNA,CCNB1,"datetime(1993, 8, 1, 0, 0)",P12004,P14635,111379,100670,1993
SHC1,EPOR,"datetime(1993, 10, 15, 0, 0)",P29353,P19235,109781,112837,1993
PLG,LAMA1,"datetime(1993, 9, 5, 0, 0)",P00747,P25391,107516,116373,1993
NTRK1,PIK3R1,"datetime(1993, 3, 1, 0, 0)",P04629,P27986,110437,105291,1993
CCNB1,RPA1,"datetime(1993, 9, 25, 0, 0)",P14635,P27694,100670,104322,1993
PDGFRB,PDGFA,"datetime(1993, 2, 15, 0, 0)",P09619,P04085,116248,104955,1993
CLU,C9,"datetime(1993, 8, 15, 0, 0)",P10909,P02748,104081,102087,1993
MAPK1,LCK,"datetime(1993, 6, 1, 0, 0)",P28482,P06239,108691,100170,1993
PLCG1,NTRK1,"datetime(1993, 3, 1, 0, 0)",P19174,P04629,101146,110437,1993
TGFBR1,ACVRL1,"datetime(1993, 11, 19, 0, 0)",P36897,P37023,111065,109485,1993
INHBA,ACVR1,"datetime(1993, 11, 19, 0, 0)",P08476,Q04771,110869,111733,1993
SHC1,NTRK1,"datetime(1993, 11, 5, 0, 0)",P29353,P04629,109781,110437,1993
CCNE1,RBL1,"datetime(1993, 12, 1, 0, 0)",P24864,P28749,115243,115645,1993
ELK1,MAPK1,"datetime(1993, 4, 23, 0, 0)",P19419,P28482,105156,108691,1993
CDK1,CCND1,"datetime(1993, 5, 1, 0, 0)",P06493,P24385,107105,103741,1993
YY1,MYC,"datetime(1993, 12, 17, 0, 0)",P25490,P01106,104998,106562,1993
LCK,CD48,"datetime(1993, 10, 1, 0, 0)",P06239,P09326,100170,112452,1993
SRC,CCND1,"datetime(1993, 5, 1, 0, 0)",P12931,P24385,107525,103741,1993
RELA,CHUK,"datetime(1993, 12, 1, 0, 0)",Q04206,O15111,116233,109938,1993
CLU,C8B,"datetime(1993, 8, 15, 0, 0)",P10909,P07358,104081,101597,1993
HCFC1,POU2F1,"datetime(1993, 3, 25, 0, 0)",P51610,P14859,110647,103433,1993
FOS,JUN,"datetime(1993, 1, 5, 0, 0)",P01100,P05412,106563,100991,1993
CCND1,RB1,"datetime(1993, 5, 7, 0, 0)",P24385,P06400,103741,101623,1993
AKAP5,PRKAR2B,"datetime(1993, 6, 15, 0, 0)",P24588,P31323,116549,113972,1993
RBL2,CCNA2,"datetime(1993, 12, 1, 0, 0)",Q08999,P20248,110508,110901,1993
IL4R,IL2RG,"datetime(1993, 12, 17, 0, 0)",P24394,P31785,116087,111834,1993
FGF5,FGFR1,"datetime(1993, 5, 1, 0, 0)",P12034,P11362,115736,101160,1993
SERPINB6,F2,"datetime(1993, 10, 15, 0, 0)",P35237,P00734,115931,112341,1993
GRB2,SHC1,"datetime(1993, 5, 1, 0, 0)",P62993,P29353,113112,109781,1993
LCK,LCK,"datetime(1993, 10, 1, 0, 0)",P06239,P06239,100170,100170,1993
TGFB1,TGFBR1,"datetime(1993, 11, 5, 0, 0)",P01137,P36897,102253,111065,1993
FBLN1,NID1,"datetime(1993, 8, 1, 0, 0)",P23142,P14543,109112,116182,1993
PLCG1,PDGFA,"datetime(1993, 1, 1, 0, 0)",P19174,P04085,101146,104955,1993
RBL1,E2F1,"datetime(1993, 12, 1, 0, 0)",P28749,Q01094,115645,105610,1993
PRKCB,PRKCB,"datetime(1993, 7, 1, 0, 0)",P05771,P05771,107209,107209,1993
IL10,IL10RA,"datetime(1993, 12, 1, 0, 0)",P22301,Q13651,108967,112429,1993
EGFR,PRKCA,"datetime(1993, 9, 1, 0, 0)",P00533,P17252,112630,107106,1993
MAP2K1,MAP2K1,"datetime(1993, 11, 15, 0, 0)",Q02750,Q02750,103218,103218,1993
IGF2,IGFBP6,"datetime(1993, 5, 5, 0, 0)",P01344,P24592,103332,112165,1993
AQP1,AQP1,"datetime(1993, 11, 1, 0, 0)",P29972,P29972,107444,107444,1993
EBF1,EBF1,"datetime(1993, 6, 1, 0, 0)",Q9UH73,Q9UH73,114729,114729,1993
RB1,ABL1,"datetime(1993, 11, 19, 0, 0)",P06400,P00519,101623,104641,1993
CDK1,RPA1,"datetime(1993, 9, 25, 0, 0)",P06493,P27694,107105,104322,1993
JUN,TOP2A,"datetime(1993, 3, 1, 0, 0)",P05412,P11388,100991,109182,1993
PLCG2,BLK,"datetime(1993, 9, 1, 0, 0)",P16885,P51451,112480,115130,1993
CDK4,CDKN2A,"datetime(1993, 12, 16, 0, 0)",P11802,P42771,112005,108570,1993
PSMC3,PSMC3,"datetime(1993, 1, 1, 0, 0)",P17980,P17980,115941,115941,1993
PDGFRB,YES1,"datetime(1993, 6, 1, 0, 0)",P09619,P07947,116248,102905,1993
CTNNB1,CDH1,"datetime(1993, 8, 1, 0, 0)",P35222,P12830,111577,107212,1993
ACTA1,TMSB4Y,"datetime(1993, 1, 5, 0, 0)",P68133,O14604,111566,115742,1993
RB1,MYOD1,"datetime(1993, 2, 12, 0, 0)",P06400,P15172,101623,106162,1993
SLC4A3,ANK1,"datetime(1993, 8, 1, 0, 0)",P48751,P16157,101467,102140,1993
CTNNA1,APC,"datetime(1993, 12, 10, 0, 0)",P35221,P25054,111578,115867,1993
TPH1,YWHAZ,"datetime(1993, 7, 15, 0, 0)",P17752,P63104,101083,111046,1993
MAX,MXD1,"datetime(1993, 1, 29, 0, 0)",P61244,Q05195,103544,115658,1993
CKS1B,CCND1,"datetime(1993, 5, 1, 0, 0)",P61024,P24385,111797,103741,1993
CCNA1,RPA1,"datetime(1993, 9, 25, 0, 0)",P78396,P27694,114114,104322,1993
