name1,name2,discovery date,uniport1,uniport2,id1,id2,time
CEP55,TSG101,"datetime(2005, 10, 20, 0, 0)",Q53EZ4,Q99816,114421,115385,2005
MEAF6,FXR2,"datetime(2005, 10, 20, 0, 0)",Q9HAF1,P51116,115228,108518,2005
FBP1,ASCC2,"datetime(2005, 9, 23, 0, 0)",P09467,Q9H1I8,115768,100967,2005
COMMD3-BMI1,IMMT,"datetime(2005, 9, 23, 0, 0)",Q5T8Z1,Q16891,106698,100430,2005
DNM1,ASB13,"datetime(2005, 9, 23, 0, 0)",Q05193,Q8WXK3,115659,115125,2005
SLC9A1,MDFI,"datetime(2005, 10, 20, 0, 0)",P19634,Q99750,109873,103367,2005
ATP5C1,NDUFB3,"datetime(2005, 9, 23, 0, 0)",P36542,O43676,109894,110264,2005
PTN,LAMA4,"datetime(2005, 9, 23, 0, 0)",P21246,Q16363,112114,109877,2005
NCF1,ACTA2,"datetime(2005, 3, 1, 0, 0)",P14598,P62736,104372,102440,2005
RBMX,CIRBP,"datetime(2005, 10, 20, 0, 0)",P38159,Q14011,110646,104553,2005
HIPK3,SRSF1,"datetime(2005, 8, 15, 0, 0)",Q9H422,Q07955,102288,103718,2005
CRADD,EEF1A1,"datetime(2005, 9, 23, 0, 0)",Q8IY43,Q5JR01,105125,101408,2005
KRT8,FGFR3,"datetime(2005, 9, 23, 0, 0)",P05787,Q9NRB6,109189,106869,2005
APLP1,PNP,"datetime(2005, 9, 23, 0, 0)",P51693,P00491,111837,101820,2005
KAT5,CDC42,"datetime(2005, 9, 23, 0, 0)",Q92993,Q5JYX0,102540,111700,2005
UBC,MAGED1,"datetime(2005, 11, 1, 0, 0)",P0CG48,Q9Y5V3,106138,107381,2005
RNF10,COL4A5,"datetime(2005, 9, 23, 0, 0)",Q8N5U6,P29400,102167,108372,2005
FHL3,RFX6,"datetime(2005, 10, 20, 0, 0)",Q13643,Q8HWS3,100158,100123,2005
RABIF,UTP14A,"datetime(2005, 9, 23, 0, 0)",P47224,Q9BVJ6,102356,106520,2005
PHF10,SETDB1,"datetime(2005, 9, 23, 0, 0)",Q8WUB8,Q15047,100681,109935,2005
PFN1,ISG15,"datetime(2005, 7, 19, 0, 0)",P07737,P05161,103884,111242,2005
SSR1,EEF1A1,"datetime(2005, 9, 23, 0, 0)",P43307,P68104,106421,107332,2005
INO80D,RUVBL1,"datetime(2005, 12, 16, 0, 0)",Q53TQ3,Q9Y265,101326,111275,2005
DPPA2,ZCCHC10,"datetime(2005, 10, 20, 0, 0)",Q7Z7J5,Q8TBK6,116314,105806,2005
LMTK3,ZBTB16,"datetime(2005, 9, 23, 0, 0)",Q96Q04,Q05516,107491,109177,2005
WWOX,CPSF2,"datetime(2005, 8, 1, 0, 0)",Q9NZC7,Q9P2I0,109889,101267,2005
CRELD1,EIF6,"datetime(2005, 9, 23, 0, 0)",Q96HD1,P56537,112966,116039,2005
ADRA2A,GNB1,"datetime(2005, 3, 1, 0, 0)",P08913,P62873,105408,105262,2005
PEO1,SUMO2,"datetime(2005, 9, 23, 0, 0)",Q96RR1,P61956,104379,102300,2005
GLRA2,GPR108,"datetime(2005, 9, 23, 0, 0)",P23416,Q96I30,106742,102699,2005
MAPK9,CEP44,"datetime(2005, 10, 20, 0, 0)",P45984,Q9C0F1,111089,106844,2005
CEP170P1,KXD1,"datetime(2005, 10, 20, 0, 0)",Q96L14,Q9BQD3,100726,112995,2005
SIRT1,EP300,"datetime(2005, 3, 18, 0, 0)",Q96EB6,Q09472,109876,101265,2005
GAS7,SF1,"datetime(2005, 8, 1, 0, 0)",O60861,Q14820,105395,104415,2005
SLC35F6,SERPINH1,"datetime(2005, 9, 23, 0, 0)",Q8N357,P50454,113681,105065,2005
UBC,ACP2,"datetime(2005, 11, 1, 0, 0)",P0CG48,P11117,106138,114427,2005
PDZK1IP1,UTP14A,"datetime(2005, 9, 23, 0, 0)",Q13113,Q9BVJ6,102582,106520,2005
UBC,CCDC64B,"datetime(2005, 11, 1, 0, 0)",P0CG48,A1A5D9,106138,108824,2005
FXR2,KIAA1217,"datetime(2005, 10, 20, 0, 0)",P51116,Q5T5P2,108518,108541,2005
DVL3,CSNK1D,"datetime(2005, 10, 20, 0, 0)",Q92997,P48730,102538,109479,2005
SLC35G2,SEMA3F,"datetime(2005, 9, 23, 0, 0)",Q8TBE7,Q13275,112585,107881,2005
MDFI,ZNF101,"datetime(2005, 10, 20, 0, 0)",Q99750,Q8IZC7,103367,103379,2005
SARAF,SAT1,"datetime(2005, 9, 23, 0, 0)",Q96BY9,P21673,103816,112464,2005
NGFRAP1,CCDC85B,"datetime(2005, 10, 20, 0, 0)",Q00994,Q15834,110589,114675,2005
MCRS1,INO80D,"datetime(2005, 12, 16, 0, 0)",Q96EZ8,Q53TQ3,100463,101326,2005
SUMO2,RNF2,"datetime(2005, 9, 23, 0, 0)",P61956,Q99496,102300,102894,2005
SFN,ISCU,"datetime(2005, 6, 1, 0, 0)",P31947,Q9H1K1,110603,109535,2005
