name1,name2,discovery date,uniport1,uniport2,id1,id2,time
PFKM,PFKM,"datetime(1980, 1, 1, 0, 0)",P08237,P08237,111696,111696,1980
PFKL,PFKL,"datetime(1980, 1, 1, 0, 0)",P17858,P17858,110559,110559,1980
GLDC,GLDC,"datetime(1980, 10, 1, 0, 0)",P23378,P23378,100406,100406,1980
UQCRC1,CYCS,"datetime(1980, 10, 3, 0, 0)",P31930,P99999,113776,113059,1980
SERPINA1,SERPINA1,"datetime(1980, 5, 10, 0, 0)",P01009,P01009,100240,100240,1980
HBB,HP,"datetime(1980, 1, 1, 0, 0)",P68871,P00738,115971,112350,1980
ANK1,SLC4A1,"datetime(1980, 12, 25, 0, 0)",P16157,P02730,102140,108083,1980
PFKL,PFKM,"datetime(1980, 1, 1, 0, 0)",P17858,P08237,110559,111696,1980
GSK3B,GYS1,"datetime(1980, 6, 1, 0, 0)",P49841,P13807,111112,112878,1980
MUT,MUT,"datetime(1980, 4, 10, 0, 0)",P22033,P22033,105897,105897,1980
