name1,name2,discovery date,uniport1,uniport2,id1,id2,time
FBXW7,MED14,"datetime(2013, 1, 15, 0, 0)",Q969H0,O60244,104634,101448,2013
FLNA,NPM1,"datetime(2013, 3, 1, 0, 0)",P21333,P06748,114806,109914,2013
EPAS1,SMARCB1,"datetime(2013, 3, 1, 0, 0)",Q99814,Q12824,115384,116527,2013
SIRT6,SART3,"datetime(2013, 10, 30, 0, 0)",Q8N6T7,Q15020,109428,100779,2013
DAXX,RIPK1,"datetime(2013, 1, 31, 0, 0)",Q9UER7,Q13546,103331,109207,2013
STK4,MCM4,"datetime(2013, 3, 22, 0, 0)",Q13043,P33991,100689,106063,2013
GBF1,HDAC6,"datetime(2013, 10, 1, 0, 0)",Q92538,Q9UBN7,112370,104600,2013
CLK3,SCRIB,"datetime(2013, 4, 25, 0, 0)",P49761,Q14160,114511,101864,2013
MAPK9,DUSP8,"datetime(2013, 4, 25, 0, 0)",P45984,Q13202,111089,104692,2013
BAG3,HDAC6,"datetime(2013, 10, 1, 0, 0)",O95817,Q9UBN7,115499,104600,2013
CDK8,MED30,"datetime(2013, 4, 25, 0, 0)",P49336,Q96HR3,106739,102033,2013
EEPD1,CIAO1,"datetime(2013, 8, 6, 0, 0)",Q7L9B9,O76071,112743,115301,2013
RPL31,IGSF8,"datetime(2013, 4, 26, 0, 0)",P62899,Q969P0,111442,101649,2013
CDK4,CDK4,"datetime(2013, 4, 25, 0, 0)",P11802,P11802,112005,112005,2013
CSNK2A2,GPATCH2,"datetime(2013, 4, 1, 0, 0)",P19784,Q9NW75,106059,106221,2013
PPP2R1A,RORC,"datetime(2013, 3, 1, 0, 0)",P30153,P51449,115272,110788,2013
BHLHE40,FBXL15,"datetime(2013, 3, 1, 0, 0)",O14503,Q9H469,108064,102873,2013
TMEM174,BAG3,"datetime(2013, 10, 1, 0, 0)",Q8WUU8,O95817,106165,115499,2013
MYLK2,SMURF2,"datetime(2013, 9, 12, 0, 0)",Q9H1R3,Q9HAU4,112653,104677,2013
JMJD6,CCNT1,"datetime(2013, 12, 19, 0, 0)",Q6NYC1,O60563,106398,108232,2013
DYRK1B,PTGES3,"datetime(2013, 4, 25, 0, 0)",Q9Y463,Q15185,105094,114589,2013
SRPK2,PTBP1,"datetime(2013, 4, 25, 0, 0)",P78362,P26599,102402,109286,2013
EIF3E,EIF3M,"datetime(2013, 6, 4, 0, 0)",P60228,Q7L2H7,101943,115280,2013
PWP2,HECW2,"datetime(2013, 12, 13, 0, 0)",Q15269,Q9P2P5,103266,100449,2013
ATXN1,CDIP1,"datetime(2013, 2, 1, 0, 0)",P54253,Q9H305,101288,102911,2013
SUV39H1,SPATA24,"datetime(2013, 4, 1, 0, 0)",O43463,Q86W54,109564,105975,2013
SMURF1,XRCC5,"datetime(2013, 2, 1, 0, 0)",Q9HCE7,P13010,115101,106516,2013
SRPK3,U2AF1,"datetime(2013, 4, 25, 0, 0)",Q9UPE1,Q01081,115201,101303,2013
ABI1,DST,"datetime(2013, 2, 15, 0, 0)",Q8IZP0,Q03001,109997,116012,2013
NPM1,PRKCA,"datetime(2013, 3, 1, 0, 0)",P06748,P17252,109914,107106,2013
SNTA1,BAI1,"datetime(2013, 8, 2, 0, 0)",Q13424,O14514,109467,103698,2013
LAMTOR5,SMAD4,"datetime(2013, 2, 15, 0, 0)",O43504,Q13485,106149,101994,2013
SGCG,MYLPF,"datetime(2013, 2, 15, 0, 0)",Q13326,Q96A32,103057,113347,2013
FBXO25,PCK1,"datetime(2013, 9, 27, 0, 0)",Q8TCJ0,P35558,114849,103338,2013
YWHAB,DENND1A,"datetime(2013, 11, 19, 0, 0)",P31946,Q8TEH3,110604,100122,2013
L1RE1,HIST1H2BO,"datetime(2013, 11, 21, 0, 0)",Q9UN81,P23527,101652,111332,2013
CDC23,HECW2,"datetime(2013, 12, 13, 0, 0)",Q9UJX2,Q9P2P5,101045,100449,2013
LYN,C2ORF47,"datetime(2013, 4, 1, 0, 0)",P07948,Q8WWC4,102912,108637,2013
H3F3C,SMYD3,"datetime(2013, 4, 1, 0, 0)",Q6NXT2,Q9H7B4,104770,101664,2013
DIMT1,BAG3,"datetime(2013, 10, 1, 0, 0)",Q9UNQ2,O95817,103227,115499,2013
PYGM,SRP72,"datetime(2013, 2, 15, 0, 0)",P11217,O76094,104347,107678,2013
SNRPB,IL7R,"datetime(2013, 1, 1, 0, 0)",P14678,P16871,107659,115038,2013
FLNC,NPM1,"datetime(2013, 3, 1, 0, 0)",Q14315,P06748,107043,109914,2013
YY1,TOP2A,"datetime(2013, 4, 17, 0, 0)",P25490,P11388,104998,109182,2013
TULP3,MGA,"datetime(2013, 2, 15, 0, 0)",O75386,Q8IWI9,112509,102195,2013
SRPK1,BCLAF1,"datetime(2013, 4, 25, 0, 0)",Q96SB4,Q9NYF8,101000,114747,2013
IGSF8,H3F3A; H3F3B,"datetime(2013, 4, 26, 0, 0)",Q969P0,P84243,101649,110209,2013
PTGS2,VIMP,"datetime(2013, 11, 15, 0, 0)",P35354,Q9BQE4,109006,108781,2013
NPM1,MRPL10,"datetime(2013, 3, 1, 0, 0)",P06748,Q7Z7H8,109914,108316,2013
SRPK1,C11ORF52,"datetime(2013, 4, 25, 0, 0)",Q96SB4,Q96A22,101000,106202,2013
HSPA8,HIF1A,"datetime(2013, 9, 1, 0, 0)",P11142,Q16665,108948,102040,2013
KDR,NPM1,"datetime(2013, 3, 1, 0, 0)",P35968,P06748,111412,109914,2013
IGSF8,EIF3G,"datetime(2013, 4, 26, 0, 0)",Q969P0,O75821,101649,103160,2013
COMMD6,COMMD10,"datetime(2013, 5, 1, 0, 0)",Q7Z4G1,Q9Y6G5,101514,102081,2013
AIFM1,OXSR1,"datetime(2013, 4, 1, 0, 0)",O95831,O95747,107475,104256,2013
RSRP1,SRPK1,"datetime(2013, 4, 25, 0, 0)",Q9BUV0,Q96SB4,100293,101000,2013
GGCT,HECW2,"datetime(2013, 12, 13, 0, 0)",O75223,Q9P2P5,113543,100449,2013
EPAS1,BATF,"datetime(2013, 5, 10, 0, 0)",Q99814,Q16520,115384,112544,2013
SUV39H1,ZKSCAN5,"datetime(2013, 4, 1, 0, 0)",O43463,Q9Y2L8,109564,105661,2013
NFKBIA,COPS3,"datetime(2013, 7, 16, 0, 0)",P25963,Q9UNS2,107975,111763,2013
