name1,name2,discovery date,uniport1,uniport2,id1,id2,time
YY1,ATF7,"datetime(1995, 7, 1, 0, 0)",P25490,P17544,104998,104011,1995
GNB1,GNG11,"datetime(1995, 9, 15, 0, 0)",P62873,P61952,105262,102298,1995
IFNAR1,STAT2,"datetime(1995, 10, 20, 0, 0)",P17181,P52630,109745,111602,1995
HLA-DRB3,POMC,"datetime(1995, 11, 30, 0, 0)",P79483,P01189,109425,107809,1995
CBL,LCK,"datetime(1995, 4, 21, 0, 0)",P22681,P06239,107136,100170,1995
RAC1,CIT,"datetime(1995, 12, 18, 0, 0)",P63000,O14578,104701,111108,1995
CCL4,CCR1,"datetime(1995, 9, 22, 0, 0)",P13236,P32246,101772,116422,1995
TNFRSF1A,LTB,"datetime(1995, 1, 1, 0, 0)",P19438,Q06643,113149,109067,1995
TGFBR1,BMPR2,"datetime(1995, 3, 10, 0, 0)",P36897,Q13873,111065,116066,1995
AP1G1,AP1S1,"datetime(1995, 11, 1, 0, 0)",O43747,P61966,107054,106578,1995
SHB,PIK3R1,"datetime(1995, 4, 20, 0, 0)",Q15464,P27986,105382,105291,1995
PIK3R2,YWHAQ,"datetime(1995, 10, 24, 0, 0)",O00459,P27348,106673,109161,1995
AP1B1,AP2M1,"datetime(1995, 11, 1, 0, 0)",Q10567,Q96CW1,115480,104748,1995
NR3C1,NFKB1,"datetime(1995, 2, 1, 0, 0)",P04150,P19838,109148,105528,1995
PTPRD,PPFIA1,"datetime(1995, 12, 5, 0, 0)",P23468,Q13136,103613,110569,1995
ATF2,MAPK8,"datetime(1995, 3, 31, 0, 0)",P15336,P45983,101223,111093,1995
PRKAR2B,PRKAR2B,"datetime(1995, 1, 27, 0, 0)",P31323,P31323,113972,113972,1995
TGFBR2,TGFBR2,"datetime(1995, 3, 10, 0, 0)",P37173,P37173,111843,111843,1995
DLG4,GRIN2D,"datetime(1995, 9, 22, 0, 0)",P78352,O15399,114692,107311,1995
JUN,RPS6KA2,"datetime(1995, 8, 1, 0, 0)",P05412,Q15349,100991,107467,1995
YWHAE,CDC25B,"datetime(1995, 8, 15, 0, 0)",P62258,P30305,103095,107780,1995
EIF2AK2,EIF2AK2,"datetime(1995, 10, 10, 0, 0)",P19525,P19525,114927,114927,1995
IL4R,IL13,"datetime(1995, 4, 14, 0, 0)",P24394,P35225,116087,111576,1995
RB1,TFDP1,"datetime(1995, 5, 1, 0, 0)",P06400,Q14186,101623,103372,1995
RBL1,TFDP1,"datetime(1995, 5, 1, 0, 0)",P28749,Q14186,115645,103372,1995
TNFRSF1A,RIPK1,"datetime(1995, 5, 19, 0, 0)",P19438,Q13546,113149,109207,1995
PDGFB,LYVE1,"datetime(1995, 1, 27, 0, 0)",P01127,Q9Y5Y7,114559,103629,1995
FER,EGFR,"datetime(1995, 8, 1, 0, 0)",P16591,P00533,104957,112630,1995
RAB3IP,RAB3A,"datetime(1995, 3, 1, 0, 0)",Q96QF0,P20336,115897,112374,1995
PXN,BCR,"datetime(1995, 3, 10, 0, 0)",P49023,P11274,116548,112391,1995
DLG4,KCNA1,"datetime(1995, 11, 2, 0, 0)",P78352,Q09470,114692,101266,1995
SKP2,CCNA2,"datetime(1995, 9, 22, 0, 0)",Q13309,P20248,111049,110901,1995
CASQ2,TRDN,"datetime(1995, 4, 21, 0, 0)",O14958,Q13061,109435,116561,1995
CIT,RHOC,"datetime(1995, 12, 18, 0, 0)",O14578,P08134,111108,109559,1995
RPS6KA2,RPS6KA2,"datetime(1995, 8, 1, 0, 0)",Q15349,Q15349,107467,107467,1995
NAPA,STX1A,"datetime(1995, 7, 14, 0, 0)",P54920,Q16623,110113,101479,1995
RAN,RANBP1,"datetime(1995, 4, 1, 0, 0)",P62826,P43487,100374,112929,1995
PPP2CA,PPP2R5B,"datetime(1995, 11, 3, 0, 0)",P67775,Q15173,113865,112607,1995
CD4,CD81,"datetime(1995, 8, 1, 0, 0)",P01730,P60033,107050,107018,1995
TRHR,TRHR,"datetime(1995, 8, 18, 0, 0)",P34981,P34981,108203,108203,1995
TAF11,TAF12,"datetime(1995, 4, 3, 0, 0)",Q15544,Q16514,103704,100279,1995
CD82,CD19,"datetime(1995, 8, 1, 0, 0)",P27701,P15391,116274,110917,1995
HSP90AB1,HSP90AB1,"datetime(1995, 10, 1, 0, 0)",P08238,P08238,111698,111698,1995
FAS,TRAF3,"datetime(1995, 2, 10, 0, 0)",P25445,Q13114,107549,102581,1995
E2F2,TFDP1,"datetime(1995, 5, 1, 0, 0)",Q14209,Q14186,101140,103372,1995
CCR2,CCL7,"datetime(1995, 12, 15, 0, 0)",P41597,P80098,112384,109069,1995
TCEB1,TCEB3,"datetime(1995, 9, 8, 0, 0)",Q15369,Q14241,110369,100511,1995
WBP2,YAP1,"datetime(1995, 8, 15, 0, 0)",Q969T9,P46937,106385,108147,1995
VAV1,TUBA1A,"datetime(1995, 12, 22, 0, 0)",P15498,Q71U36,110105,104755,1995
HSF1,HSPA8,"datetime(1995, 8, 4, 0, 0)",Q00613,P11142,106374,108948,1995
VHL,TCEB1,"datetime(1995, 9, 8, 0, 0)",P40337,Q15369,112703,110369,1995
PPP2CA,PPP2R5A,"datetime(1995, 11, 3, 0, 0)",P67775,Q15172,113865,112608,1995
GTF2B,TAF9,"datetime(1995, 6, 20, 0, 0)",Q00403,Q16594,114541,115710,1995
NUTF2,NUTF2,"datetime(1995, 5, 1, 0, 0)",P61970,P61970,110873,110873,1995
PXN,CRKL,"datetime(1995, 12, 8, 0, 0)",P49023,P46109,116548,114440,1995
HRAS,BRAF,"datetime(1995, 3, 31, 0, 0)",P01112,P15056,110859,102025,1995
BMPR2,BMP7,"datetime(1995, 7, 1, 0, 0)",Q13873,P18075,116066,110403,1995
RAG1,RAG2,"datetime(1995, 12, 1, 0, 0)",P15918,P55895,105147,110205,1995
E2F5,TFDP1,"datetime(1995, 3, 14, 0, 0)",Q15329,Q14186,110979,103372,1995
INSR,PIK3R1,"datetime(1995, 10, 2, 0, 0)",P06213,P27986,113554,105291,1995
CDC25B,HRAS,"datetime(1995, 5, 1, 0, 0)",P30305,P01112,107780,110859,1995
MS4A1,LCK,"datetime(1995, 9, 22, 0, 0)",P11836,P06239,107794,100170,1995
SLC4A1,SLC4A1,"datetime(1995, 7, 1, 0, 0)",P02730,P02730,108083,108083,1995
IL10,IL10,"datetime(1995, 6, 15, 0, 0)",P22301,P22301,108967,108967,1995
CCR1,CCL7,"datetime(1995, 9, 22, 0, 0)",P32246,P80098,116422,109069,1995
SP1,GTF2B,"datetime(1995, 1, 27, 0, 0)",P08047,Q00403,112778,114541,1995
RB1,CDC27,"datetime(1995, 2, 1, 0, 0)",P06400,P30260,101623,109903,1995
FGB,CALR,"datetime(1995, 11, 3, 0, 0)",P02675,P27797,111296,102746,1995
SNTB1,UTRN,"datetime(1995, 2, 1, 0, 0)",Q13884,P46939,113489,108149,1995
CISH,IL3RA,"datetime(1995, 6, 15, 0, 0)",Q9NSE2,P26951,107608,113988,1995
EGFR,EGFR,"datetime(1995, 12, 19, 0, 0)",P00533,P00533,112630,112630,1995
IFNG,IFNGR1,"datetime(1995, 7, 20, 0, 0)",P01579,P15260,105869,113041,1995
CBL,CRKL,"datetime(1995, 9, 15, 0, 0)",P22681,P46109,107136,114440,1995
KCNA4,DLG1,"datetime(1995, 11, 2, 0, 0)",P22459,Q12959,109326,113241,1995
ITGB2,ITGAD,"datetime(1995, 12, 1, 0, 0)",P05107,Q13349,102703,113213,1995
TAF7,YY1,"datetime(1995, 1, 27, 0, 0)",Q15545,P25490,103705,104998,1995
GNAS,GNAS,"datetime(1995, 6, 30, 0, 0)",P63092,P63092,115847,115847,1995
ACVR1,BMPR2,"datetime(1995, 3, 10, 0, 0)",Q04771,Q13873,111733,116066,1995
GNB2,GNG10,"datetime(1995, 9, 15, 0, 0)",P62879,P50151,105260,105220,1995
PGM5,UTRN,"datetime(1995, 3, 17, 0, 0)",Q15124,P46939,107812,108149,1995
MYOM1,TTN,"datetime(1995, 10, 1, 0, 0)",P52179,Q8WZ42,100794,107855,1995
CASP3,PARP1,"datetime(1995, 7, 6, 0, 0)",P42574,P09874,112941,113437,1995
BMP4,BMP4,"datetime(1995, 8, 15, 0, 0)",P12644,P12644,114629,114629,1995
