name1,name2,discovery date,uniport1,uniport2,id1,id2,time
BAG2,HNRNPU,"datetime(2008, 6, 1, 0, 0)",O95816,Q00839,115498,103064,2008
UBXN1,RLIM,"datetime(2008, 9, 5, 0, 0)",Q04323,Q9NVW2,114546,100473,2008
UCHL5,PSMC4,"datetime(2008, 9, 26, 0, 0)",Q9Y5K5,P43686,109896,114458,2008
NEDD8,SKP2,"datetime(2008, 3, 1, 0, 0)",Q15843,Q13309,115957,111049,2008
UBXN7,VHL,"datetime(2008, 9, 5, 0, 0)",O94888,P40337,111764,112703,2008
PTP4A1,CREB3L2,"datetime(2008, 4, 1, 0, 0)",Q93096,Q70SY1,107455,115538,2008
TMSB4X,STAB2,"datetime(2008, 6, 25, 0, 0)",P62328,Q8WWQ8,101598,114814,2008
FAF1,FBXW11,"datetime(2008, 9, 5, 0, 0)",Q9UNN5,Q9UKB1,111986,111849,2008
UBC,PFN1,"datetime(2008, 10, 1, 0, 0)",P0CG48,P07737,106138,103884,2008
FUS,KAT5,"datetime(2008, 7, 3, 0, 0)",P35637,Q92993,112939,102540,2008
H3F3A; H3F3B,CBX2,"datetime(2008, 10, 28, 0, 0)",P84243,Q14781,110209,104830,2008
PPP2CA,RACGAP1,"datetime(2008, 4, 9, 0, 0)",P67775,Q9H0H5,113865,116202,2008
SERPINA1,OS9,"datetime(2008, 3, 1, 0, 0)",P01009,Q13438,100240,105207,2008
AKT1,ASXL1,"datetime(2008, 9, 1, 0, 0)",P31749,Q8IXJ9,112440,113591,2008
PML,CHD4,"datetime(2008, 10, 1, 0, 0)",P29590,Q14839,101263,108804,2008
ASAP1,IKBKG,"datetime(2008, 10, 1, 0, 0)",Q9ULH1,Q9Y6K9,102494,115195,2008
ARF6,IKBKG,"datetime(2008, 10, 1, 0, 0)",P62330,Q9Y6K9,113894,115195,2008
C1GALT1,C1GALT1C1,"datetime(2008, 8, 11, 0, 0)",Q9NS00,Q96EU7,116211,102986,2008
TRIM55,FLNB,"datetime(2008, 1, 23, 0, 0)",Q9BYV6,O75369,105521,102158,2008
UBXN7,CUL4B,"datetime(2008, 9, 5, 0, 0)",O94888,Q13620,111764,107583,2008
RASIP1,LDB2,"datetime(2008, 2, 1, 0, 0)",Q5U651,O43679,101614,110265,2008
MIER1,CREBBP,"datetime(2008, 8, 22, 0, 0)",Q8N108,Q92793,105007,107061,2008
NXF1,NXF3,"datetime(2008, 1, 1, 0, 0)",Q9UBU9,Q9H4D5,111795,106585,2008
WEE1,CSNK2B,"datetime(2008, 9, 1, 0, 0)",P30291,P67870,112465,113204,2008
JUNB,SUMO2,"datetime(2008, 5, 1, 0, 0)",P17275,P61956,115087,102300,2008
UBC,STEAP4,"datetime(2008, 10, 1, 0, 0)",P0CG48,Q687X5,106138,102837,2008
CUL5,KLHDC2,"datetime(2008, 3, 21, 0, 0)",Q93034,Q9Y2U9,114852,112483,2008
DDX21,UBC,"datetime(2008, 10, 1, 0, 0)",Q9NR30,P0CG48,101618,106138,2008
RPL12,UBC,"datetime(2008, 10, 1, 0, 0)",P30050,P0CG48,113373,106138,2008
SATB1,SUMO1,"datetime(2008, 6, 27, 0, 0)",Q01826,P63165,114825,101887,2008
LMNA,STAC,"datetime(2008, 8, 1, 0, 0)",P02545,Q99469,112467,114616,2008
SUMO1,HSF2,"datetime(2008, 3, 21, 0, 0)",P63165,Q03933,101887,103305,2008
NEDD8,HIST2H2AC,"datetime(2008, 3, 1, 0, 0)",Q15843,Q16777,115957,107406,2008
APC,EEF1A1,"datetime(2008, 10, 1, 0, 0)",P25054,P68104,115867,107332,2008
CDK20,PANK4,"datetime(2008, 8, 8, 0, 0)",Q8IZL9,Q9NVE7,116366,111398,2008
UBC,YIF1B,"datetime(2008, 10, 1, 0, 0)",P0CG48,Q5BJH7,106138,101047,2008
CHPF,NKX3-1,"datetime(2008, 10, 1, 0, 0)",Q8IZ52,Q99801,101799,103030,2008
NEDD8,TRIM28,"datetime(2008, 3, 1, 0, 0)",Q15843,Q13263,115957,112089,2008
SATB2,HDAC1,"datetime(2008, 2, 1, 0, 0)",Q9UPW6,Q13547,110922,109208,2008
RNF125,UBC,"datetime(2008, 2, 15, 0, 0)",Q96EQ8,P0CG48,103577,106138,2008
ACTA2,ADRA1D,"datetime(2008, 7, 4, 0, 0)",P62736,P25100,102440,109362,2008
NR2C2,CD2AP,"datetime(2008, 8, 1, 0, 0)",P49116,Q9Y5K6,101954,109696,2008
VCP,HNF1A,"datetime(2008, 3, 1, 0, 0)",P55072,P20823,111658,106453,2008
IGF2BP2,NEDD8,"datetime(2008, 3, 1, 0, 0)",Q9Y6M1,Q15843,107186,115957,2008
ESR1,AHRR,"datetime(2008, 9, 10, 0, 0)",P03372,A9YTQ3,102503,108965,2008
PPP2R1A,RPSA,"datetime(2008, 3, 1, 0, 0)",P30153,P08865,115272,108661,2008
TNIP1,UBC,"datetime(2008, 6, 12, 0, 0)",Q15025,P0CG48,100774,106138,2008
RNF115,RNF115,"datetime(2008, 9, 1, 0, 0)",Q9Y4L5,Q9Y4L5,109977,109977,2008
TRIM63,PDK4,"datetime(2008, 6, 13, 0, 0)",Q969Q1,Q16654,101505,114936,2008
WBP2,CLEC4G,"datetime(2008, 9, 1, 0, 0)",Q969T9,Q6UXB4,106385,110837,2008
GGA3,ARF6,"datetime(2008, 4, 1, 0, 0)",Q9NZ52,P62330,103646,113894,2008
HSPA5,OS9,"datetime(2008, 3, 1, 0, 0)",P11021,Q13438,107269,105207,2008
PML,HDAC7,"datetime(2008, 7, 1, 0, 0)",P29590,Q8WUI4,101263,105658,2008
PIK3CA,DDX5,"datetime(2008, 9, 1, 0, 0)",P42336,P17844,106131,106274,2008
TRMT10C,EEF1A1,"datetime(2008, 10, 31, 0, 0)",Q7L0Y3,P68104,113394,107332,2008
UCHL5,PSMA5,"datetime(2008, 9, 26, 0, 0)",Q9Y5K5,P28066,109896,114256,2008
UBC,FOXM1,"datetime(2008, 9, 1, 0, 0)",P0CG48,Q08050,106138,103309,2008
MAPK1,STAB2,"datetime(2008, 5, 30, 0, 0)",P28482,Q8WWQ8,108691,114814,2008
CDC42,ZNF234,"datetime(2008, 9, 1, 0, 0)",P60953,Q14588,110613,106278,2008
RPSA,CLEC4G,"datetime(2008, 9, 1, 0, 0)",P08865,Q6UXB4,108661,110837,2008
SMAD3,FAM83G,"datetime(2008, 10, 1, 0, 0)",P84022,A6ND36,102508,101468,2008
NEDD8,DNAJB6,"datetime(2008, 3, 1, 0, 0)",Q15843,O75190,115957,112977,2008
APPBP2,TCEB2,"datetime(2008, 3, 21, 0, 0)",Q92624,Q15370,110249,114702,2008
EIF3L,EIF3B,"datetime(2008, 11, 25, 0, 0)",Q9Y262,P55884,111278,105973,2008
DNAJC7,NEDD8,"datetime(2008, 3, 1, 0, 0)",Q99615,Q15843,105607,115957,2008
HDAC1,CDK5R1,"datetime(2008, 12, 10, 0, 0)",Q13547,Q15078,109208,113656,2008
NKX3-1,RPSA,"datetime(2008, 10, 1, 0, 0)",Q99801,P08865,103030,108661,2008
SRC,KDR,"datetime(2008, 1, 1, 0, 0)",P12931,P35968,107525,111412,2008
CCT3,SH3BP4,"datetime(2008, 8, 1, 0, 0)",P49368,Q9P0V3,101876,111661,2008
HNRNPA2B1,ZMAT3,"datetime(2008, 6, 25, 0, 0)",P22626,Q9HA38,116341,108026,2008
RBBP6,RPS14,"datetime(2008, 12, 26, 0, 0)",Q7Z6E9,P62263,105152,106796,2008
YTHDF1,ITSN2,"datetime(2008, 8, 1, 0, 0)",Q9BYJ9,Q9NZM3,104909,100188,2008
COCH,COL2A1,"datetime(2008, 12, 10, 0, 0)",O43405,P02458,110140,105413,2008
NEDD8,SUCLA2,"datetime(2008, 3, 1, 0, 0)",Q15843,Q9P2R7,115957,109075,2008
UBC,TUBA1B,"datetime(2008, 10, 1, 0, 0)",P0CG48,P68363,106138,110865,2008
FAF2,TCEB1,"datetime(2008, 9, 5, 0, 0)",Q96CS3,Q15369,108379,110369,2008
SFPQ,SMARCA2,"datetime(2008, 4, 1, 0, 0)",P23246,P51531,114297,108197,2008
HSPA4,SMAD3,"datetime(2008, 10, 1, 0, 0)",P34932,P84022,105082,102508,2008
GRB2,TSC2,"datetime(2008, 9, 1, 0, 0)",P62993,P49815,113112,107442,2008
DDX39A,NEDD8,"datetime(2008, 3, 1, 0, 0)",O00148,Q15843,100919,115957,2008
