from,to,timestamp,year_column,month_column,day_column,time
118,1,2014-05-12 04:00:00,2014,5,12,20140512
7568,-8,2014-05-12 04:00:00,2014,5,12,20140512
3369,-1,2014-05-12 04:00:00,2014,5,12,20140512
88,1,2014-05-12 04:00:00,2014,5,12,20140512
96,1,2014-05-12 04:00:00,2014,5,12,20140512
96,1,2014-05-12 04:00:00,2014,5,12,20140512
351,1,2014-05-12 04:00:00,2014,5,12,20140512
281,1,2014-05-12 04:00:00,2014,5,12,20140512
125,-10,2014-05-12 04:00:00,2014,5,12,20140512
7502,-1,2014-05-12 04:00:00,2014,5,12,20140512
2336,2,2014-05-12 04:00:00,2014,5,12,20140512
7363,-1,2014-05-12 04:00:00,2014,5,12,20140512
7502,-1,2014-05-12 04:00:00,2014,5,12,20140512
