from,to,timestamp,year_column,month_column,day_column,time
7357,-1,2014-02-11 05:00:00,2014,2,11,20140211
7354,-1,2014-02-11 05:00:00,2014,2,11,20140211
7356,-1,2014-02-11 05:00:00,2014,2,11,20140211
7355,-1,2014-02-11 05:00:00,2014,2,11,20140211
7353,-1,2014-02-11 05:00:00,2014,2,11,20140211
6878,-10,2014-02-11 05:00:00,2014,2,11,20140211
60,10,2014-02-11 05:00:00,2014,2,11,20140211
222,4,2014-02-11 05:00:00,2014,2,11,20140211
163,1,2014-02-11 05:00:00,2014,2,11,20140211
165,10,2014-02-11 05:00:00,2014,2,11,20140211
416,1,2014-02-11 05:00:00,2014,2,11,20140211
177,-10,2014-02-11 05:00:00,2014,2,11,20140211
178,1,2014-02-11 05:00:00,2014,2,11,20140211
7521,1,2014-02-11 05:00:00,2014,2,11,20140211
196,3,2014-02-11 05:00:00,2014,2,11,20140211
196,1,2014-02-11 05:00:00,2014,2,11,20140211
2287,1,2014-02-11 05:00:00,2014,2,11,20140211
325,1,2014-02-11 05:00:00,2014,2,11,20140211
369,1,2014-02-11 05:00:00,2014,2,11,20140211
3129,1,2014-02-11 05:00:00,2014,2,11,20140211
824,1,2014-02-11 05:00:00,2014,2,11,20140211
801,-10,2014-02-11 05:00:00,2014,2,11,20140211
7415,-10,2014-02-11 05:00:00,2014,2,11,20140211
