from,to,timestamp,year_column,month_column,day_column,time
1,1,2013-07-23 04:00:00,2013,7,23,20130723
8,3,2013-07-23 04:00:00,2013,7,23,20130723
12,2,2013-07-23 04:00:00,2013,7,23,20130723
1577,2,2013-07-23 04:00:00,2013,7,23,20130723
59,7,2013-07-23 04:00:00,2013,7,23,20130723
36,1,2013-07-23 04:00:00,2013,7,23,20130723
759,1,2013-07-23 04:00:00,2013,7,23,20130723
208,5,2013-07-23 04:00:00,2013,7,23,20130723
92,1,2013-07-23 04:00:00,2013,7,23,20130723
309,2,2013-07-23 04:00:00,2013,7,23,20130723
549,1,2013-07-23 04:00:00,2013,7,23,20130723
759,1,2013-07-23 04:00:00,2013,7,23,20130723
1160,1,2013-07-23 04:00:00,2013,7,23,20130723
