from,to,timestamp,year_column,month_column,day_column,time
2,10,2012-04-21 04:00:00,2012,4,21,20120421
7,1,2012-04-21 04:00:00,2012,4,21,20120421
52,1,2012-04-21 04:00:00,2012,4,21,20120421
10,2,2012-04-21 04:00:00,2012,4,21,20120421
10,1,2012-04-21 04:00:00,2012,4,21,20120421
592,3,2012-04-21 04:00:00,2012,4,21,20120421
11,1,2012-04-21 04:00:00,2012,4,21,20120421
7593,-10,2012-04-21 04:00:00,2012,4,21,20120421
1767,1,2012-04-21 04:00:00,2012,4,21,20120421
20,3,2012-04-21 04:00:00,2012,4,21,20120421
20,1,2012-04-21 04:00:00,2012,4,21,20120421
1145,1,2012-04-21 04:00:00,2012,4,21,20120421
940,1,2012-04-21 04:00:00,2012,4,21,20120421
29,1,2012-04-21 04:00:00,2012,4,21,20120421
1766,1,2012-04-21 04:00:00,2012,4,21,20120421
47,1,2012-04-21 04:00:00,2012,4,21,20120421
51,1,2012-04-21 04:00:00,2012,4,21,20120421
1145,1,2012-04-21 04:00:00,2012,4,21,20120421
52,3,2012-04-21 04:00:00,2012,4,21,20120421
52,1,2012-04-21 04:00:00,2012,4,21,20120421
637,2,2012-04-21 04:00:00,2012,4,21,20120421
946,1,2012-04-21 04:00:00,2012,4,21,20120421
117,1,2012-04-21 04:00:00,2012,4,21,20120421
2702,1,2012-04-21 04:00:00,2012,4,21,20120421
370,2,2012-04-21 04:00:00,2012,4,21,20120421
211,2,2012-04-21 04:00:00,2012,4,21,20120421
257,5,2012-04-21 04:00:00,2012,4,21,20120421
380,5,2012-04-21 04:00:00,2012,4,21,20120421
798,1,2012-04-21 04:00:00,2012,4,21,20120421
955,1,2012-04-21 04:00:00,2012,4,21,20120421
1766,1,2012-04-21 04:00:00,2012,4,21,20120421
7512,1,2012-04-21 04:00:00,2012,4,21,20120421
