from,to,timestamp,year_column,month_column,day_column,time
8,3,2012-07-13 04:00:00,2012,7,13,20120713
487,1,2012-07-13 04:00:00,2012,7,13,20120713
11,1,2012-07-13 04:00:00,2012,7,13,20120713
593,1,2012-07-13 04:00:00,2012,7,13,20120713
18,2,2012-07-13 04:00:00,2012,7,13,20120713
489,5,2012-07-13 04:00:00,2012,7,13,20120713
348,1,2012-07-13 04:00:00,2012,7,13,20120713
25,5,2012-07-13 04:00:00,2012,7,13,20120713
593,1,2012-07-13 04:00:00,2012,7,13,20120713
33,1,2012-07-13 04:00:00,2012,7,13,20120713
154,1,2012-07-13 04:00:00,2012,7,13,20120713
35,3,2012-07-13 04:00:00,2012,7,13,20120713
41,2,2012-07-13 04:00:00,2012,7,13,20120713
41,1,2012-07-13 04:00:00,2012,7,13,20120713
43,2,2012-07-13 04:00:00,2012,7,13,20120713
487,3,2012-07-13 04:00:00,2012,7,13,20120713
694,2,2012-07-13 04:00:00,2012,7,13,20120713
798,-1,2012-07-13 04:00:00,2012,7,13,20120713
75,1,2012-07-13 04:00:00,2012,7,13,20120713
117,3,2012-07-13 04:00:00,2012,7,13,20120713
7588,1,2012-07-13 04:00:00,2012,7,13,20120713
154,1,2012-07-13 04:00:00,2012,7,13,20120713
593,1,2012-07-13 04:00:00,2012,7,13,20120713
747,1,2012-07-13 04:00:00,2012,7,13,20120713
264,1,2012-07-13 04:00:00,2012,7,13,20120713
593,1,2012-07-13 04:00:00,2012,7,13,20120713
348,2,2012-07-13 04:00:00,2012,7,13,20120713
694,2,2012-07-13 04:00:00,2012,7,13,20120713
488,1,2012-07-13 04:00:00,2012,7,13,20120713
491,1,2012-07-13 04:00:00,2012,7,13,20120713
491,2,2012-07-13 04:00:00,2012,7,13,20120713
839,2,2012-07-13 04:00:00,2012,7,13,20120713
593,1,2012-07-13 04:00:00,2012,7,13,20120713
635,1,2012-07-13 04:00:00,2012,7,13,20120713
2964,1,2012-07-13 04:00:00,2012,7,13,20120713
