from,to,timestamp,year_column,month_column,day_column,time
1436,494,2004-08-15 00:27:33,2004,8,15,20040815
1436,1756,2004-08-15 00:27:57,2004,8,15,20040815
847,818,2004-08-15 01:10:03,2004,8,15,20040815
818,847,2004-08-15 01:14:22,2004,8,15,20040815
398,1136,2004-08-15 02:33:55,2004,8,15,20040815
443,1543,2004-08-15 02:55:45,2004,8,15,20040815
847,818,2004-08-15 03:11:46,2004,8,15,20040815
818,847,2004-08-15 03:32:58,2004,8,15,20040815
898,1562,2004-08-15 04:29:18,2004,8,15,20040815
1756,1436,2004-08-15 05:13:46,2004,8,15,20040815
1756,105,2004-08-15 06:01:01,2004,8,15,20040815
32,818,2004-08-15 06:24:48,2004,8,15,20040815
1485,1756,2004-08-15 07:00:09,2004,8,15,20040815
1436,1756,2004-08-15 07:28:40,2004,8,15,20040815
1562,898,2004-08-15 07:44:28,2004,8,15,20040815
874,1543,2004-08-15 08:10:02,2004,8,15,20040815
1542,818,2004-08-15 09:06:13,2004,8,15,20040815
852,1543,2004-08-15 09:16:07,2004,8,15,20040815
105,1756,2004-08-15 10:11:28,2004,8,15,20040815
105,1724,2004-08-15 10:11:55,2004,8,15,20040815
105,398,2004-08-15 10:13:08,2004,8,15,20040815
809,912,2004-08-15 11:36:06,2004,8,15,20040815
847,818,2004-08-15 18:38:10,2004,8,15,20040815
398,105,2004-08-15 18:45:03,2004,8,15,20040815
144,1472,2004-08-15 19:24:42,2004,8,15,20040815
144,1758,2004-08-15 19:28:42,2004,8,15,20040815
1786,1255,2004-08-15 19:39:49,2004,8,15,20040815
3,1795,2004-08-15 20:22:34,2004,8,15,20040815
1750,1231,2004-08-15 20:24:58,2004,8,15,20040815
1472,144,2004-08-15 21:22:13,2004,8,15,20040815
818,1542,2004-08-15 22:00:50,2004,8,15,20040815
818,32,2004-08-15 22:02:26,2004,8,15,20040815
818,847,2004-08-15 22:03:48,2004,8,15,20040815
547,1169,2004-08-15 22:36:33,2004,8,15,20040815
898,1562,2004-08-15 23:27:35,2004,8,15,20040815
847,818,2004-08-15 23:35:22,2004,8,15,20040815
