from,to,timestamp,year_column,month_column,day_column,time
281,32,2004-05-18 00:00:07,2004,5,18,20040518
281,32,2004-05-18 00:01:08,2004,5,18,20040518
1113,309,2004-05-18 00:02:39,2004,5,18,20040518
481,679,2004-05-18 00:04:16,2004,5,18,20040518
679,481,2004-05-18 00:05:28,2004,5,18,20040518
32,281,2004-05-18 00:06:27,2004,5,18,20040518
481,679,2004-05-18 00:07:11,2004,5,18,20040518
32,281,2004-05-18 00:08:14,2004,5,18,20040518
72,1039,2004-05-18 00:08:19,2004,5,18,20040518
679,481,2004-05-18 00:08:24,2004,5,18,20040518
302,557,2004-05-18 00:08:51,2004,5,18,20040518
481,586,2004-05-18 00:09:00,2004,5,18,20040518
481,679,2004-05-18 00:10:10,2004,5,18,20040518
586,481,2004-05-18 00:11:08,2004,5,18,20040518
679,481,2004-05-18 00:11:23,2004,5,18,20040518
525,155,2004-05-18 00:11:53,2004,5,18,20040518
103,556,2004-05-18 00:14:00,2004,5,18,20040518
67,449,2004-05-18 00:18:05,2004,5,18,20040518
36,103,2004-05-18 00:19:01,2004,5,18,20040518
36,189,2004-05-18 00:20:57,2004,5,18,20040518
1049,325,2004-05-18 00:22:37,2004,5,18,20040518
36,1033,2004-05-18 00:24:35,2004,5,18,20040518
598,523,2004-05-18 00:25:40,2004,5,18,20040518
36,1127,2004-05-18 00:28:08,2004,5,18,20040518
250,598,2004-05-18 00:30:21,2004,5,18,20040518
36,189,2004-05-18 00:30:40,2004,5,18,20040518
67,1103,2004-05-18 00:31:50,2004,5,18,20040518
250,1118,2004-05-18 00:32:31,2004,5,18,20040518
36,103,2004-05-18 00:32:34,2004,5,18,20040518
866,203,2004-05-18 00:34:21,2004,5,18,20040518
128,250,2004-05-18 00:34:48,2004,5,18,20040518
1118,250,2004-05-18 00:35:03,2004,5,18,20040518
250,1118,2004-05-18 00:36:12,2004,5,18,20040518
1118,250,2004-05-18 00:37:45,2004,5,18,20040518
155,525,2004-05-18 00:39:04,2004,5,18,20040518
103,983,2004-05-18 00:40:20,2004,5,18,20040518
