from,to,timestamp,year_column,month_column,day_column,time
1624,1075,2004-09-30 00:20:02,2004,9,30,20040930
697,1866,2004-09-30 01:48:02,2004,9,30,20040930
652,69,2004-09-30 02:27:36,2004,9,30,20040930
1332,1565,2004-09-30 03:51:18,2004,9,30,20040930
1332,1796,2004-09-30 04:01:36,2004,9,30,20040930
1781,9,2004-09-30 04:23:49,2004,9,30,20040930
621,830,2004-09-30 05:02:08,2004,9,30,20040930
1308,9,2004-09-30 05:06:24,2004,9,30,20040930
1565,1332,2004-09-30 05:07:52,2004,9,30,20040930
785,1724,2004-09-30 05:11:49,2004,9,30,20040930
1836,1724,2004-09-30 05:18:58,2004,9,30,20040930
1713,1565,2004-09-30 05:28:34,2004,9,30,20040930
808,697,2004-09-30 05:33:18,2004,9,30,20040930
1565,1713,2004-09-30 05:33:48,2004,9,30,20040930
1346,1713,2004-09-30 06:49:25,2004,9,30,20040930
9,1781,2004-09-30 07:44:44,2004,9,30,20040930
9,1308,2004-09-30 07:50:52,2004,9,30,20040930
1773,673,2004-09-30 07:56:47,2004,9,30,20040930
1866,1402,2004-09-30 08:34:28,2004,9,30,20040930
1866,1768,2004-09-30 08:37:13,2004,9,30,20040930
1713,1346,2004-09-30 14:05:10,2004,9,30,20040930
673,1773,2004-09-30 14:47:38,2004,9,30,20040930
536,1543,2004-09-30 15:23:24,2004,9,30,20040930
1624,1678,2004-09-30 17:02:51,2004,9,30,20040930
1543,536,2004-09-30 17:11:17,2004,9,30,20040930
1864,1624,2004-09-30 17:32:53,2004,9,30,20040930
1772,1624,2004-09-30 17:33:30,2004,9,30,20040930
1864,1624,2004-09-30 17:33:33,2004,9,30,20040930
1864,1624,2004-09-30 17:35:47,2004,9,30,20040930
1346,1713,2004-09-30 17:49:40,2004,9,30,20040930
697,808,2004-09-30 18:21:38,2004,9,30,20040930
1713,617,2004-09-30 19:40:46,2004,9,30,20040930
1781,9,2004-09-30 19:59:13,2004,9,30,20040930
969,1669,2004-09-30 20:07:52,2004,9,30,20040930
1724,1836,2004-09-30 20:26:13,2004,9,30,20040930
1624,1772,2004-09-30 20:35:17,2004,9,30,20040930
1624,1864,2004-09-30 20:36:31,2004,9,30,20040930
1624,1864,2004-09-30 20:38:14,2004,9,30,20040930
1624,1864,2004-09-30 20:38:26,2004,9,30,20040930
1624,1168,2004-09-30 20:38:46,2004,9,30,20040930
1624,9,2004-09-30 21:11:09,2004,9,30,20040930
1,312,2004-09-30 21:32:43,2004,9,30,20040930
1669,969,2004-09-30 22:15:56,2004,9,30,20040930
1543,1724,2004-09-30 22:32:18,2004,9,30,20040930
1543,969,2004-09-30 22:35:27,2004,9,30,20040930
557,1624,2004-09-30 22:43:20,2004,9,30,20040930
1491,847,2004-09-30 23:10:56,2004,9,30,20040930
