from,to,timestamp,year_column,month_column,day_column,time
1522,175,2004-06-07 00:05:48,2004,6,7,20040607
103,874,2004-06-07 00:10:03,2004,6,7,20040607
103,437,2004-06-07 00:13:40,2004,6,7,20040607
704,734,2004-06-07 00:13:56,2004,6,7,20040607
1196,155,2004-06-07 00:21:37,2004,6,7,20040607
1196,155,2004-06-07 00:23:07,2004,6,7,20040607
704,734,2004-06-07 00:25:42,2004,6,7,20040607
1539,1196,2004-06-07 00:30:57,2004,6,7,20040607
342,1050,2004-06-07 00:44:34,2004,6,7,20040607
143,357,2004-06-07 00:55:15,2004,6,7,20040607
143,357,2004-06-07 00:55:35,2004,6,7,20040607
560,1629,2004-06-07 00:56:50,2004,6,7,20040607
233,810,2004-06-07 01:00:58,2004,6,7,20040607
342,389,2004-06-07 01:02:53,2004,6,7,20040607
1565,1379,2004-06-07 01:05:09,2004,6,7,20040607
810,1624,2004-06-07 01:10:12,2004,6,7,20040607
810,233,2004-06-07 01:12:28,2004,6,7,20040607
389,342,2004-06-07 01:16:20,2004,6,7,20040607
1546,1619,2004-06-07 01:16:49,2004,6,7,20040607
1619,1546,2004-06-07 01:30:58,2004,6,7,20040607
103,1419,2004-06-07 01:39:21,2004,6,7,20040607
1568,1042,2004-06-07 01:40:52,2004,6,7,20040607
1339,474,2004-06-07 01:41:26,2004,6,7,20040607
53,1585,2004-06-07 01:51:51,2004,6,7,20040607
1026,509,2004-06-07 01:58:42,2004,6,7,20040607
1314,781,2004-06-07 02:05:53,2004,6,7,20040607
547,32,2004-06-07 02:08:07,2004,6,7,20040607
27,620,2004-06-07 02:09:20,2004,6,7,20040607
475,203,2004-06-07 02:22:59,2004,6,7,20040607
1539,154,2004-06-07 02:30:20,2004,6,7,20040607
1339,605,2004-06-07 02:31:07,2004,6,7,20040607
1543,475,2004-06-07 02:33:19,2004,6,7,20040607
704,1565,2004-06-07 02:35:40,2004,6,7,20040607
1565,1379,2004-06-07 02:39:28,2004,6,7,20040607
704,734,2004-06-07 02:39:48,2004,6,7,20040607
950,389,2004-06-07 02:42:15,2004,6,7,20040607
704,734,2004-06-07 02:43:21,2004,6,7,20040607
475,1543,2004-06-07 02:44:59,2004,6,7,20040607
704,734,2004-06-07 02:45:59,2004,6,7,20040607
249,1629,2004-06-07 02:49:48,2004,6,7,20040607
103,1238,2004-06-07 02:52:50,2004,6,7,20040607
422,1299,2004-06-07 02:53:44,2004,6,7,20040607
103,1238,2004-06-07 02:55:07,2004,6,7,20040607
1231,1339,2004-06-07 02:55:27,2004,6,7,20040607
495,1630,2004-06-07 02:57:32,2004,6,7,20040607
249,1608,2004-06-07 02:59:32,2004,6,7,20040607
919,303,2004-06-07 03:11:55,2004,6,7,20040607
155,1196,2004-06-07 03:14:31,2004,6,7,20040607
800,1072,2004-06-07 03:21:35,2004,6,7,20040607
103,919,2004-06-07 03:22:18,2004,6,7,20040607
1339,323,2004-06-07 03:26:09,2004,6,7,20040607
1339,1069,2004-06-07 03:28:03,2004,6,7,20040607
1576,578,2004-06-07 03:32:32,2004,6,7,20040607
704,1231,2004-06-07 03:40:59,2004,6,7,20040607
249,1362,2004-06-07 03:43:44,2004,6,7,20040607
704,1231,2004-06-07 03:44:55,2004,6,7,20040607
474,1339,2004-06-07 03:50:06,2004,6,7,20040607
32,547,2004-06-07 03:52:18,2004,6,7,20040607
704,1231,2004-06-07 03:54:15,2004,6,7,20040607
704,1231,2004-06-07 03:55:42,2004,6,7,20040607
547,711,2004-06-07 03:55:43,2004,6,7,20040607
812,708,2004-06-07 03:55:50,2004,6,7,20040607
704,1231,2004-06-07 03:58:19,2004,6,7,20040607
1339,474,2004-06-07 03:58:41,2004,6,7,20040607
547,711,2004-06-07 03:59:33,2004,6,7,20040607
704,1231,2004-06-07 03:59:54,2004,6,7,20040607
620,233,2004-06-07 04:01:42,2004,6,7,20040607
704,1231,2004-06-07 04:01:48,2004,6,7,20040607
547,711,2004-06-07 04:03:15,2004,6,7,20040607
233,620,2004-06-07 04:03:45,2004,6,7,20040607
594,752,2004-06-07 04:04:27,2004,6,7,20040607
233,810,2004-06-07 04:05:54,2004,6,7,20040607
547,711,2004-06-07 04:07:30,2004,6,7,20040607
973,254,2004-06-07 04:08:22,2004,6,7,20040607
1594,219,2004-06-07 04:09:08,2004,6,7,20040607
219,1594,2004-06-07 04:11:26,2004,6,7,20040607
697,1631,2004-06-07 04:12:33,2004,6,7,20040607
547,711,2004-06-07 04:13:28,2004,6,7,20040607
679,919,2004-06-07 04:17:10,2004,6,7,20040607
547,711,2004-06-07 04:17:13,2004,6,7,20040607
1594,219,2004-06-07 04:19:30,2004,6,7,20040607
711,1623,2004-06-07 04:19:34,2004,6,7,20040607
620,967,2004-06-07 04:20:11,2004,6,7,20040607
1545,259,2004-06-07 04:21:01,2004,6,7,20040607
679,919,2004-06-07 04:22:47,2004,6,7,20040607
547,711,2004-06-07 04:23:20,2004,6,7,20040607
605,1339,2004-06-07 04:29:16,2004,6,7,20040607
679,919,2004-06-07 04:29:17,2004,6,7,20040607
605,1339,2004-06-07 04:29:49,2004,6,7,20040607
1539,1255,2004-06-07 04:29:49,2004,6,7,20040607
967,620,2004-06-07 04:31:10,2004,6,7,20040607
781,1314,2004-06-07 04:36:51,2004,6,7,20040607
620,967,2004-06-07 04:37:44,2004,6,7,20040607
967,620,2004-06-07 04:38:58,2004,6,7,20040607
354,1373,2004-06-07 04:39:40,2004,6,7,20040607
617,734,2004-06-07 04:41:13,2004,6,7,20040607
617,734,2004-06-07 04:42:33,2004,6,7,20040607
1624,810,2004-06-07 04:42:42,2004,6,7,20040607
474,1339,2004-06-07 04:43:00,2004,6,7,20040607
617,734,2004-06-07 04:44:30,2004,6,7,20040607
617,734,2004-06-07 04:46:38,2004,6,7,20040607
1282,1601,2004-06-07 04:47:41,2004,6,7,20040607
617,734,2004-06-07 04:48:13,2004,6,7,20040607
620,967,2004-06-07 04:49:24,2004,6,7,20040607
617,734,2004-06-07 04:51:57,2004,6,7,20040607
1616,1173,2004-06-07 04:53:03,2004,6,7,20040607
605,734,2004-06-07 04:53:39,2004,6,7,20040607
617,734,2004-06-07 04:54:44,2004,6,7,20040607
1407,1189,2004-06-07 04:55:34,2004,6,7,20040607
605,1246,2004-06-07 04:58:11,2004,6,7,20040607
725,859,2004-06-07 05:00:23,2004,6,7,20040607
1227,1238,2004-06-07 05:01:43,2004,6,7,20040607
1616,1601,2004-06-07 05:03:37,2004,6,7,20040607
1616,582,2004-06-07 05:04:23,2004,6,7,20040607
799,302,2004-06-07 05:04:59,2004,6,7,20040607
1619,712,2004-06-07 05:08:24,2004,6,7,20040607
1281,1033,2004-06-07 05:14:10,2004,6,7,20040607
1238,1227,2004-06-07 05:15:46,2004,6,7,20040607
1339,605,2004-06-07 05:24:45,2004,6,7,20040607
1339,474,2004-06-07 05:26:55,2004,6,7,20040607
1539,1632,2004-06-07 05:28:49,2004,6,7,20040607
1314,781,2004-06-07 05:30:17,2004,6,7,20040607
1578,342,2004-06-07 05:36:46,2004,6,7,20040607
799,302,2004-06-07 05:38:24,2004,6,7,20040607
463,609,2004-06-07 05:48:44,2004,6,7,20040607
538,1065,2004-06-07 05:49:46,2004,6,7,20040607
463,1009,2004-06-07 05:51:21,2004,6,7,20040607
1282,1542,2004-06-07 05:53:15,2004,6,7,20040607
1521,852,2004-06-07 05:55:13,2004,6,7,20040607
1575,735,2004-06-07 06:02:40,2004,6,7,20040607
249,302,2004-06-07 06:04:07,2004,6,7,20040607
1576,1248,2004-06-07 06:06:40,2004,6,7,20040607
749,1487,2004-06-07 06:08:58,2004,6,7,20040607
517,1588,2004-06-07 06:11:11,2004,6,7,20040607
495,933,2004-06-07 06:11:25,2004,6,7,20040607
495,1213,2004-06-07 06:12:15,2004,6,7,20040607
495,498,2004-06-07 06:12:49,2004,6,7,20040607
495,741,2004-06-07 06:13:45,2004,6,7,20040607
1542,1282,2004-06-07 06:13:53,2004,6,7,20040607
249,708,2004-06-07 06:19:15,2004,6,7,20040607
405,398,2004-06-07 06:21:17,2004,6,7,20040607
741,495,2004-06-07 06:23:10,2004,6,7,20040607
