name1,name2,discovery date,uniport1,uniport2,id1,id2,time
PPP5C,CDC27,"datetime(1997, 12, 19, 0, 0)",P53041,P30260,109695,109903,1997
NCOA3,RARA,"datetime(1997, 6, 12, 0, 0)",Q9Y6Q9,P10276,110073,114548,1997
RGS4,GNAQ,"datetime(1997, 12, 23, 0, 0)",P49798,P50148,108517,100901,1997
DFFB,DFFA,"datetime(1997, 4, 18, 0, 0)",O76075,O00273,115304,104276,1997
RAD51,RAD51AP1,"datetime(1997, 12, 15, 0, 0)",Q06609,Q96B01,108507,103239,1997
CLTC,BIN1,"datetime(1997, 6, 27, 0, 0)",Q00610,O00499,106373,107292,1997
IL6ST,VAV1,"datetime(1997, 1, 20, 0, 0)",P40189,P15498,108176,110105,1997
COL7A1,COL1A1,"datetime(1997, 6, 6, 0, 0)",Q02388,P02452,113148,105417,1997
RXRB,NRIP1,"datetime(1997, 2, 1, 0, 0)",P28702,P48552,116279,100930,1997
RXRA,NCOA1,"datetime(1997, 6, 1, 0, 0)",P19793,Q15788,101747,108625,1997
BIN1,SOS2,"datetime(1997, 6, 13, 0, 0)",O00499,Q07890,107292,102692,1997
MET,GAB1,"datetime(1997, 8, 8, 0, 0)",P08581,Q13480,109976,101996,1997
DLG4,DLG1,"datetime(1997, 6, 1, 0, 0)",P78352,Q12959,114692,113241,1997
GRB2,SH2B2,"datetime(1997, 7, 3, 0, 0)",P62993,O14492,113112,100956,1997
STAT5A,JAK3,"datetime(1997, 2, 20, 0, 0)",P42229,P52333,104855,101659,1997
NUP62,NUP93,"datetime(1997, 10, 1, 0, 0)",P37198,Q8N1F7,103874,110606,1997
POLR2H,POLR2L,"datetime(1997, 7, 4, 0, 0)",P52434,P62875,116077,105265,1997
DLG3,GRIN2B,"datetime(1997, 9, 5, 0, 0)",Q92796,Q13224,107058,112692,1997
PSMA3,PSMA2,"datetime(1997, 9, 1, 0, 0)",P25788,P25787,100544,100543,1997
CRK,KIT,"datetime(1997, 7, 3, 0, 0)",P46108,P10721,114441,115140,1997
PRPSAP1,PRPS2,"datetime(1997, 9, 26, 0, 0)",Q14558,P11908,103766,100637,1997
JAK2,SH2B1,"datetime(1997, 11, 1, 0, 0)",O60674,Q9NRF2,103401,106281,1997
ESR1,ESRRA,"datetime(1997, 3, 1, 0, 0)",P03372,P11474,102503,108021,1997
