name1,name2,discovery date,uniport1,uniport2,id1,id2,time
KAT2A,HIST1H1B,"datetime(1999, 6, 25, 0, 0)",Q92830,P16401,108391,116516,1999
RIN1,MLLT4,"datetime(1999, 11, 15, 0, 0)",Q13671,P55196,103833,103543,1999
CDC34,FBXW2,"datetime(1999, 10, 21, 0, 0)",P49427,Q9UKT8,108935,100960,1999
ABCD1,ABCD3,"datetime(1999, 11, 12, 0, 0)",P33897,P28288,104402,101843,1999
CTNNB1,USP9X,"datetime(1999, 12, 1, 0, 0)",P35222,Q93008,111577,110520,1999
RBL1,PHB,"datetime(1999, 6, 10, 0, 0)",P28749,P35232,115645,115933,1999
HDAC1,SKIL,"datetime(1999, 2, 15, 0, 0)",Q13547,P12757,109208,108797,1999
TP53,HDAC1,"datetime(1999, 10, 1, 0, 0)",P04637,Q13547,114765,109208,1999
POLR2D,POLR2E,"datetime(1999, 11, 19, 0, 0)",O15514,P19388,115107,111341,1999
GIT2,ARHGEF7,"datetime(1999, 8, 6, 0, 0)",Q14161,Q14155,101863,104988,1999
TRAF6,TAB1,"datetime(1999, 3, 18, 0, 0)",Q9Y4K3,Q15750,113106,112992,1999
ZBTB32,FANCC,"datetime(1999, 12, 1, 0, 0)",Q9Y2Y4,Q00597,114247,107452,1999
ATM,LIG4,"datetime(1999, 12, 31, 0, 0)",Q13315,P49917,115411,101702,1999
TG,HSPA5,"datetime(1999, 2, 16, 0, 0)",P01266,P11021,104959,107269,1999
EPHA7,EFNA3,"datetime(1999, 6, 15, 0, 0)",Q15375,P52797,114698,103184,1999
SF3B1,SF3B3,"datetime(1999, 10, 1, 0, 0)",O75533,Q15393,111426,104702,1999
DUSP3,MAPK1,"datetime(1999, 5, 7, 0, 0)",P51452,P28482,115129,108691,1999
TXN,TXNIP,"datetime(1999, 7, 30, 0, 0)",P10599,Q9H3M7,108825,100062,1999
BMPR2,BMP6,"datetime(1999, 10, 1, 0, 0)",Q13873,P22004,116066,109596,1999
NOV,POLR2L,"datetime(1999, 4, 1, 0, 0)",P48745,P62875,105796,105265,1999
GRIN2A,IL16,"datetime(1999, 9, 15, 0, 0)",Q12879,Q14005,103587,100287,1999
HERC5,CDKN1A,"datetime(1999, 12, 9, 0, 0)",Q9UII4,P38936,103187,113330,1999
SH3GL2,ADAM19,"datetime(1999, 10, 29, 0, 0)",Q99962,Q9H013,100809,112186,1999
TRIM28,CBX5,"datetime(1999, 6, 1, 0, 0)",Q13263,P45973,112089,113923,1999
HNRNPU,CDK7,"datetime(1999, 10, 1, 0, 0)",Q00839,P50613,103064,103550,1999
SKIL,SKI,"datetime(1999, 2, 15, 0, 0)",P12757,P12755,108797,108796,1999
NCOA3,EP300,"datetime(1999, 9, 3, 0, 0)",Q9Y6Q9,Q09472,110073,101265,1999
LCK,UBE3A,"datetime(1999, 8, 17, 0, 0)",P06239,Q05086,100170,109720,1999
CDC16,ANAPC10,"datetime(1999, 5, 14, 0, 0)",Q13042,Q9UM13,107992,108271,1999
ENG,BMP2,"datetime(1999, 1, 8, 0, 0)",P17813,P12643,111140,114630,1999
